Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin
0.004368543;4.739;1.163;97.307
0.0003971405;4.147;6.210;83.057
0.001787132;67.010;9.737;71.078
0.0005295206;4.147;7.379;73.843
0.0003971405;43.838;1.163;62.033
0.0005957108;10.225;18.871;89.934
0.0003971405;5.929;16.097;97.352
0.001323802;34.020;3.839;78.455
0.001257612;4.739;17.152;96.555
0.01515756;13.354;45.745;86.958
0.001522372;3.394;75.193;85.141
0.002250462;85.820;6.729;68.493
0.002449032;98.824;16.097;75.910
0.002382842;10.225;14.013;78.455
0.0007280909;6.174;1.163;82.374
0.000794281;3.910;9.737;97.048
0.003772832;4.739;23.429;97.900
0.002184272;4.739;9.737;94.440
0.0002647603;4.739;1.163;95.763
0.001389992;3.910;5.485;56.442
0.002978552;34.040;8.900;97.962
0.001720942;3.394;8.744;98.042
0.000794281;13.354;1.163;86.834
0.0001323802;6.319;8.900;79.914
0.0002647603;4.739;17.074;97.048
0.001125232;7.250;16.632;45.929
0.003574262;1.483;14.272;97.307
0.004236163;8.216;6.210;86.958
0.001522372;20.799;9.047;44.515
0.001191422;3.394;59.465;92.828
0.000794281;33.329;2.280;81.548
0.0002647603;3.291;14.790;55.859
0.001125232;4.008;3.203;89.000
0.0002647603;3.699;5.485;82.374
0.0003309504;6.159;43.150;85.242
0.0002647603;55.169;17.152;85.480
0.0003971405;22.640;1.163;97.900
0.000794281;4.739;15.852;97.048
0.0009266612;4.147;7.379;73.843
0.0001323802;3.291;12.827;55.859
0.0009266612;4.739;16.343;97.900
0.0006619008;17.008;3.839;52.167
0.0009266612;3.910;5.485;75.270
0.0005957108;3.394;64.627;71.729
0.001853322;69.909;5.485;75.270
0.001059041;56.844;14.013;78.455
0.001257612;3.394;11.198;87.172
0.0007280909;10.225;3.839;75.270
0.0009928513;4.739;5.392;97.307
0.0009928513;1.030;5.347;83.057
0.001059041;10.696;9.737;97.307
0.0007280909;4.739;9.680;87.172
0.0006619008;4.739;68.318;82.196
0.000794281;4.739;5.485;89.000
0.001323802;25.094;3.839;87.172
0.0003971405;17.008;1.031;81.124
0.0003971405;3.394;63.068;85.141
0.002118082;13.354;6.210;89.912
0.005295203;8.450;3.839;85.242
0.001125232;2.487;29.146;71.729
0.000794281;3.910;5.485;25.658
0.002581412;4.739;32.739;61.944
0.000794281;3.394;44.135;92.191
6.619008E-05;19.304;7.379;38.178
0.0003971405;3.448;1.163;83.344
0.001720942;3.448;2.459;85.242
0.006486629;6.486;7.063;67.260
0.001456182;3.448;11.331;16.555
0.0006619008;92.561;18.871;75.270
0.007148532;14.607;8.011;87.172
0.001323802;26.012;3.839;64.235
0.001456182;2.487;33.472;86.834
0.0009928513;4.739;15.852;97.048
0.0008604711;10.225;16.632;55.508
0.001059041;3.394;6.210;41.046
0.003640452;7.250;6.526;83.057
0.003706642;3.394;9.737;92.828
0.001059041;3.910;16.097;86.958
0.002647602;8.207;11.331;87.172
0.000794281;10.225;14.013;78.455
0.004037593;36.254;6.210;86.235
0.0007280909;4.739;5.485;89.000
0.003574262;19.304;5.350;31.407
0.001125232;3.448;16.343;95.763
0.005493774;8.216;6.210;86.958
0.0002647603;10.225;91.317;95.763
0.009134242;10.225;9.047;87.172
0.004368543;14.825;8.011;89.256
0.003640452;4.739;30.677;86.958
0.002184272;5.383;2.459;97.048
0.0003971405;4.739;1.163;62.033
0.001257612;20.318;8.011;87.172
0.004765683;61.862;14.272;71.729
0.001522372;3.448;16.343;95.763
0.003441883;6.319;2.459;69.232
0.0009266612;6.486;7.063;93.066
0.001257612;3.910;17.132;70.867
0.001522372;88.268;4.465;75.270
0.0008604711;6.319;2.459;69.232
0.001787132;4.739;16.343;87.172
0.0007280909;8.216;11.846;86.958
0.0006619008;3.910;10.223;75.270
0.006486629;7.237;21.006;73.745
0.002779982;14.607;4.164;97.316
0.001257612;4.739;15.852;97.048
6.619008E-05;3.394;24.716;18.692
0.001323802;4.739;3.839;94.188
0.0009928513;4.739;16.097;43.458
0.0001323802;4.739;86.222;97.307
0.0005295206;4.074;60.076;81.592
0.0009266612;3.448;9.737;83.057
0.0004633305;3.291;3.839;68.996
0.005361393;8.216;5.350;45.070
0.001323802;5.383;8.744;98.136
0.000794281;6.159;3.839;40.355
0.000794281;80.541;1.163;28.817
0.0008604711;8.216;39.344;92.429
0.003441883;13.354;6.210;81.040
0.0003971405;6.417;1.163;75.270
0.0001323802;6.486;7.063;67.260
0.001787132;4.739;15.852;97.048
0.001323802;6.656;52.192;85.242
0.002978552;13.354;8.900;97.962
0.0004633305;13.573;7.286;68.937
6.619008E-05;3.394;9.737;92.828
0.0001323802;6.159;73.651;85.242
0.0001985702;4.739;35.472;97.048
0.002184272;89.158;6.526;97.048
0.0001985702;4.739;18.871;87.172
0.002846172;7.250;28.031;83.057
0.005824725;10.225;17.412;86.958
0.001588562;28.668;1.163;62.033
0.002515222;8.216;7.525;45.393
0.0009928513;5.187;5.347;83.057
0.001125232;4.739;15.852;23.217
0.002912362;13.354;4.345;73.966
0.0006619008;3.394;4.164;86.958
6.619008E-05;7.237;2.459;71.729
0.0009266612;3.699;5.485;87.710
0.0002647603;16.630;21.151;40.355
0.001059041;3.394;8.744;98.042
0.001191422;4.739;1.031;89.363
0.006552819;8.753;6.526;97.048
0.0001985702;1.921;5.350;86.958
0.0008604711;73.965;2.459;90.049
0.005361393;7.807;5.347;51.569
0.0005957108;16.630;33.837;75.270
0.0005957108;13.354;33.363;97.900
0.006486629;6.319;8.900;79.914
0.002184272;34.366;6.526;95.763
0.001323802;5.751;3.839;85.242
0.001257612;2.332;2.459;86.958
0.008141387;14.607;8.011;87.172
0.0003971405;7.250;16.632;45.929
0.001588562;3.448;2.459;17.650
0.0001323802;4.739;10.504;44.967
0.002382842;56.400;3.526;62.033
0.0009928513;3.394;8.125;92.828
0.0004633305;3.910;8.744;81.548
0.001389992;20.799;9.781;99.379
0.004500923;6.319;2.459;69.232
0.0005957108;7.237;21.151;54.131
0.000794281;4.739;1.163;97.307
0.001323802;3.910;3.839;64.235
0.0005957108;4.739;7.877;60.447
0.001456182;13.573;7.286;68.937
0.0005295206;13.892;33.837;75.270
0.005559964;13.354;5.485;86.002
0.001323802;4.739;3.839;94.188
0.003574262;6.656;6.210;85.033
0.001191422;3.910;3.839;69.045
0.0008604711;3.699;5.485;82.374
0.01085519;14.611;16.343;87.172
0.0006619008;4.739;16.343;87.172
0.002250462;4.739;9.047;97.048
0.0008604711;36.359;2.459;97.962
0.002978552;70.905;9.047;86.958
0.0087371;7.250;6.526;79.778
0.001323802;74.908;6.210;97.900
0.001257612;4.739;16.343;87.172
0.000794281;7.807;54.780;86.958
0.00681758;6.319;8.011;89.000
0.001853322;3.394;11.856;92.191
0.004368543;6.159;5.360;86.958
0.0003309504;4.739;3.839;95.763
0.002118082;4.256;8.011;62.866
0.001522372;13.354;4.345;15.671
0.003044742;9.485;9.047;56.438
0.002978552;13.354;8.900;65.452
0.002382842;4.739;15.852;97.048
0.001257612;3.394;11.198;87.172
0.0001323802;3.394;4.164;86.958
0.001125232;6.319;8.900;20.337
0.0005295206;3.394;12.352;62.033
0.001654752;87.485;5.347;89.125
0.0005957108;86.929;3.839;94.188
0.001720942;2.487;40.040;58.257
0.0001985702;43.906;39.344;82.374
0.0009266612;4.739;25.976;82.196
0.002449032;3.910;14.013;40.834
0.0009928513;3.394;55.365;86.958
0.004567113;14.607;8.011;87.172
0.002515222;13.354;6.526;83.785
0.006552819;10.225;6.462;36.283
0.003044742;70.905;9.047;86.958
0.005162823;6.486;17.055;67.260
0.0003971405;7.643;3.542;70.904
0.001985702;5.543;7.286;68.937
0.001853322;6.319;8.011;97.900
0.0001985702;4.739;9.737;32.850
0.003243312;3.448;9.737;38.249
0.008207577;70.666;24.608;75.270
0.0007280909;5.187;5.347;83.057
0.0005957108;3.448;2.459;60.264
0.000794281;3.394;16.343;62.033
0.001853322;4.739;16.343;97.900
0.000794281;2.487;1.163;13.006
0.002647602;6.319;8.011;97.900
0.002184272;10.225;6.462;36.283
0.001720942;1.921;5.350;86.958
0.0009266612;4.739;9.737;94.440
0.001787132;19.304;5.350;31.407
0.003044742;13.060;16.343;53.927
0.0003971405;8.753;15.852;88.551
0.003309502;88.088;9.859;89.363
0.0008604711;4.008;3.203;66.267
0.0003971405;4.739;1.163;54.904
0.001588562;6.656;65.598;85.242
0.003905213;4.739;15.852;97.048
0.001257612;4.739;75.801;89.000
0.001059041;3.394;18.389;92.828
0.001985702;5.383;16.097;72.857
0.004434733;22.834;11.331;86.117
0.001323802;2.487;3.839;97.048
0.001787132;4.739;29.146;71.729
0.0006619008;4.739;9.071;97.900
0.003375693;21.497;5.347;83.057
0.005361393;1.483;14.272;97.307
0.0001323802;16.630;33.837;50.172
0.002713792;74.245;8.011;97.900
0.0005295206;3.910;8.744;81.548
0.001389992;3.394;16.343;62.033
6.619008E-05;2.487;1.163;58.257
0.003640452;12.800;3.203;76.280
0.001456182;19.952;35.655;80.225
0.004434733;8.216;11.846;86.958
0.003177122;5.383;1.163;67.223
0.0003971405;6.159;1.163;82.374
0.001787132;3.394;9.737;92.828
0.0003309504;3.394;1.602;14.940
0.000794281;4.739;1.163;24.457
0.0001985702;3.699;5.485;82.374
0.001257612;18.620;3.747;84.619
0.001059041;3.448;16.343;95.763
0.001588562;10.225;14.013;78.455
0.0006619008;1.815;5.350;47.074
0.001787132;8.216;5.350;96.933
0.002316652;79.299;6.899;50.806
0.0006619008;4.739;8.900;42.353
0.0009928513;52.814;3.203;73.745
0.0006619008;4.074;32.129;81.592
0.003177122;14.070;14.272;71.729
0.0003309504;3.910;15.599;70.867
0.002051892;1.921;5.350;86.958
0.0003971405;41.439;1.163;82.374
0.001588562;4.739;9.737;83.057
0.0003309504;3.394;4.164;24.747
0.004368543;10.225;6.462;36.283
0.001720942;3.291;8.744;42.099
0.007545674;16.612;7.510;58.580
0.0003971405;4.739;3.839;94.188
0.003243312;21.185;9.737;86.834
0.0007280909;4.739;1.163;62.033
0.002713792;8.753;6.526;97.048
0.0002647603;13.354;40.969;55.438
0.0001323802;4.739;8.848;97.900
0.0003971405;2.332;47.070;64.128
0.002184272;5.383;35.412;97.048
0.005559964;8.045;5.485;64.235
0.004368543;7.807;5.347;86.958
0.001787132;4.739;15.852;73.560
0.0003309504;4.739;9.737;58.656
0.0005295206;4.739;7.877;87.172
0.0005295206;57.211;21.100;95.763
0.002713792;79.766;8.011;89.000
0.0004633305;33.754;33.598;95.763
0.006619009;14.607;9.859;71.729
0.001588562;8.160;1.031;89.817
0.001059041;5.082;11.476;64.235
0.005427583;6.486;7.063;39.728
0.0001985702;7.643;36.479;70.904
0.0002647603;68.369;9.781;86.958
0.002184272;18.816;5.350;66.993
0.0003971405;4.147;29.146;78.455
0.0007280909;6.486;7.063;67.260
0.001853322;12.631;10.655;78.128
0.0005957108;8.753;76.984;97.048
0.0003971405;3.394;7.510;88.990
0.0002647603;3.291;29.146;55.859
Best fitness score = 0.01515756
Fitness sum =  3021.601

Generasi 6
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin
0.003156648;7.250;1.163;62.033
0.0002630541;3.394;25.137;94.188
0.001052216;3.394;23.464;86.958
0.0005918717;3.448;7.877;24.457
0.003551228;4.739;8.260;85.242
0.00111798;4.739;18.886;87.172
0.0008549258;77.177;2.459;88.551
0.007102463;14.070;5.347;89.000
0.001709851;4.739;9.737;86.834
0.0005918717;4.739;59.023;86.958
0.003485465;4.739;6.210;97.209
0.005392605;15.436;8.011;83.057
0.001841378;79.766;7.063;78.455
0.001644088;3.394;7.877;92.828
0.002499013;6.486;14.272;78.455
0.00111798;4.739;25.312;85.242
0.001644088;4.739;3.839;97.900
0.00111798;13.354;5.350;77.683
0.001907142;6.159;5.350;52.775
0.0008549258;3.448;6.210;89.256
0.002367486;8.207;1.163;98.289
0.003551228;14.070;5.347;89.000
0.0001972905;4.739;5.350;34.834
0.0008549258;3.448;6.210;95.643
0.002301723;4.739;1.917;28.817
0.001512561;6.319;1.031;35.894
6.576352E-05;6.319;55.099;89.363
0.003025121;68.042;9.047;85.957
0.001446798;51.181;9.047;97.307
0.001578324;16.692;1.031;20.337
0.0005261082;3.394;9.047;48.807
0.003945809;8.216;6.526;97.048
0.0006576352;4.739;1.163;71.078
6.576352E-05;67.010;12.412;75.910
0.00263054;76.464;7.877;86.958
0.005458369;5.383;9.737;97.048
0.0007891623;3.394;3.839;81.754
0.004471917;4.739;4.345;95.646
0.00453768;18.620;9.781;17.800
0.001052216;12.631;8.900;83.057
0.0008549258;3.394;16.343;74.579
0.002696303;4.739;9.737;89.912
0.001972905;13.354;1.163;71.729
0.001052216;3.394;62.488;73.843
0.007365519;10.225;12.421;86.958
0.001972905;6.159;8.011;83.057
0.0002630541;6.656;5.347;68.937
0.0003288176;18.620;9.781;17.800
0.002959357;5.187;14.272;97.900
0.004208863;8.753;9.737;60.748
0.004734971;10.225;3.542;75.156
0.0007233988;15.829;14.013;97.307
0.0003945811;26.964;1.031;53.106
0.005326841;34.366;16.097;92.828
0.002301723;13.354;33.837;86.958
0.004274626;6.319;6.526;68.177
0.001249507;6.319;14.013;90.197
0.004274626;5.187;14.272;97.900
0.002893594;8.753;8.011;52.760
0.003353938;1.483;8.744;39.728
0.0005918717;10.696;7.510;68.493
0.0009206894;3.394;75.427;86.958
0.00453768;4.739;8.011;89.817
0.003090884;4.256;14.013;28.360
0.003288175;14.825;25.976;62.033
0.005918716;10.225;8.900;47.266
0.002762067;5.751;3.203;87.611
0.001052216;10.696;7.510;47.188
0.002104432;36.254;6.210;87.172
0.0003945811;4.739;24.969;20.476
0.006970936;80.541;44.353;87.172
0.002696303;8.753;9.737;45.318
0.004734971;98.824;7.063;67.260
0.001052216;3.394;10.973;87.172
0.001907142;4.739;11.856;55.186
0.001841378;4.739;28.283;93.066
0.001907142;6.319;3.747;95.763
0.002564776;6.319;3.839;95.763
0.000131527;6.159;8.011;83.057
0.00263054;13.354;3.839;70.867
0.006905172;13.354;4.164;66.993
0.0005261082;26.012;5.485;97.048
0.001841378;4.739;16.343;89.000
0.004406153;40.157;6.729;87.172
0.0006576352;4.739;11.198;86.958
0.001775615;4.739;9.737;71.208
0.008154684;8.753;9.737;97.048
0.001446798;4.739;3.839;97.900
0.0009206894;4.739;5.350;97.048
0.00282783;4.739;18.448;89.817
0.001709851;4.739;18.886;46.081
0.003353938;14.607;5.485;31.407
0.003616992;11.476;6.210;86.958
0.0008549258;3.910;16.343;78.455
0.002696303;91.178;8.011;88.551
0.000131527;7.807;3.839;62.033
0.004208863;18.614;6.210;86.958
0.002235959;1.921;5.485;93.911
0.0002630541;1.483;3.065;85.480
0.007102463;60.017;16.097;97.048
0.001052216;4.739;3.839;95.669
0.0005261082;14.607;3.839;7.831
0.002696303;8.753;8.011;97.900
0.00111798;3.394;3.839;94.440
0.001907142;6.486;40.803;97.048
0.00434039;14.607;4.254;44.967
0.000131527;3.910;9.859;75.270
0.001775615;83.673;5.350;68.493
0.001907142;34.524;9.737;51.569
0.002104432;2.487;94.034;97.900
0.002170196;8.216;6.526;48.414
0.0004603446;57.244;9.047;92.828
0.0007891623;17.623;1.163;79.265
0.0003945811;4.739;12.043;33.020
0.001183743;16.630;1.031;20.337
0.0008549258;13.174;2.459;88.551
0.001644088;8.753;15.852;44.967
0.001249507;10.225;19.376;61.944
0.0003945811;4.739;3.839;36.283
0.0005261082;19.740;9.737;85.033
0.001381034;4.739;6.210;56.442
0.002367486;7.237;5.485;40.932
0.003419701;14.607;6.462;97.900
0.000131527;4.739;8.011;97.962
0.001446798;14.607;5.485;31.407
0.002104432;36.254;6.210;87.172
0.0005918717;3.394;9.047;73.843
0.003682755;8.753;8.900;83.785
0.001775615;14.611;5.350;57.354
0.0004603446;3.910;8.011;65.609
0.0007891623;4.147;6.526;68.350
0.001972905;6.319;38.610;95.763
0.0003288176;8.216;8.900;79.914
0.0006576352;4.074;64.627;97.048
0.002433249;14.607;6.210;83.906
0.001775615;4.739;15.852;98.732
0.001841378;37.704;5.485;62.156
0.003748519;44.593;11.331;97.048
0.000131527;3.448;68.164;99.232
0.001183743;3.699;16.097;97.048
0.002235959;5.383;22.805;62.033
0.0007233988;30.493;7.877;92.828
0.0009864529;4.739;11.846;35.434
0.004669207;21.185;14.272;86.958
0.0009864529;3.448;5.347;79.778
0.004208863;36.254;6.210;87.172
0.001315271;30.912;3.839;86.958
0.0007233988;9.485;3.839;25.842
0.002499013;6.319;3.839;99.379
0.001446798;6.159;8.011;83.057
0.006444826;10.225;9.737;45.070
0.003485465;2.487;9.047;60.748
0.00111798;4.739;44.184;83.057
0.000131527;1.921;17.152;86.958
0.00282783;10.225;5.485;67.260
0.003156648;10.225;37.029;85.033
0.003748519;4.739;7.063;65.452
0.005195315;1.623;7.063;65.452
0.001249507;3.448;1.163;19.729
0.0003945811;2.487;16.632;86.958
0.003025121;85.820;9.047;71.729
0.002959357;4.739;9.737;58.673
0.0005261082;1.921;7.284;86.958
0.002170196;4.739;8.011;88.551
0.001709851;6.159;14.272;69.232
0.00282783;4.739;5.485;62.156
0.001446798;3.448;6.210;46.208
0.0008549258;3.910;8.550;78.455
0.00861503;4.739;29.915;94.188
0.001512561;4.739;16.097;88.808
0.0008549258;6.035;6.210;37.598
0.000131527;3.394;7.877;92.828
0.001841378;34.366;5.478;92.828
0.0007233988;4.739;9.737;53.904
0.001183743;3.910;8.550;78.455
0.001249507;4.191;75.801;86.958
0.003485465;6.319;3.839;99.379
0.0008549258;10.430;75.801;86.958
0.0009206894;4.739;21.930;95.763
0.001446798;4.739;9.737;71.542
0.0004603446;4.739;5.485;95.763
0.002959357;6.486;11.331;97.048
0.001578324;6.159;8.011;83.057
0.002893594;6.319;8.506;68.937
0.00111798;34.040;3.203;78.455
0.001907142;4.739;6.210;93.066
0.00263054;10.394;3.839;58.257
0.001578324;9.429;5.347;79.914
0.0008549258;5.383;3.839;65.278
0.0005261082;3.394;3.839;73.613
0.00111798;3.394;8.744;87.984
0.004734971;8.753;8.900;83.785
0.001841378;3.910;11.198;53.740
0.001578324;3.394;7.286;86.958
0.0009206894;34.366;16.097;92.828
0.0009864529;4.147;6.462;97.307
0.00111798;7.250;15.852;80.961
0.0007891623;4.739;17.204;85.242
0.003156648;1.019;9.737;60.227
0.001315271;69.031;3.839;34.428
0.001578324;4.739;8.744;86.235
0.000131527;4.739;9.781;76.280
0.0005261082;4.739;17.800;83.057
0.0004603446;4.739;8.011;89.817
0.001052216;4.739;6.729;96.678
0.003090884;4.739;14.283;68.493
0.003222411;10.550;16.097;70.677
0.0005918717;3.291;3.839;53.786
0.0003945811;86.098;1.163;86.958
0.001183743;4.739;8.011;89.817
0.002301723;4.739;30.677;62.033
0.0004603446;6.319;92.837;87.172
0.001775615;13.354;5.350;27.196
0.003551228;14.070;5.347;86.055
0.003551228;4.739;8.011;88.551
0.0007233988;3.394;25.137;94.188
0.002762067;5.383;10.504;86.958
0.003551228;6.319;3.839;99.379
0.001315271;8.753;28.479;95.763
0.001249507;3.910;9.859;75.270
0.001709851;10.225;3.542;23.576
0.001183743;3.394;7.747;81.040
0.0005261082;4.739;7.063;47.173
0.003222411;27.798;9.737;85.033
0.002104432;23.077;6.210;78.455
0.001183743;4.739;3.839;83.057
0.001841378;6.159;5.350;68.493
0.005326841;8.753;8.900;83.785
0.001512561;3.394;36.931;94.188
0.001709851;5.393;3.839;36.283
0.00263054;8.216;3.839;94.321
0.002038669;8.753;9.737;83.295
0.002038669;4.739;9.781;76.280
0.001052216;16.343;33.837;86.958
0.0004603446;2.487;9.047;60.748
0.001578324;3.394;41.009;97.048
0.005524133;64.647;16.632;86.958
0.001775615;75.790;14.013;95.763
0.0007891623;33.309;1.031;20.337
0.0005261082;2.487;16.632;97.813
0.005261078;10.225;15.852;88.551
0.0002630541;25.094;45.745;89.026
0.001381034;3.394;9.047;46.294
0.002104432;6.159;8.011;83.057
0.003551228;13.354;5.350;27.855
0.001446798;48.278;14.013;95.763
0.003551228;4.739;6.210;24.747
0.002104432;18.614;6.210;86.958
0.002696303;8.216;6.526;48.414
0.0007233988;2.036;6.526;43.458
0.0009206894;4.739;8.011;88.551
0.003880046;8.160;8.011;86.958
0.001972905;8.216;9.047;97.307
0.001446798;2.487;16.343;87.172
0.003025121;95.771;9.047;60.748
0.005129552;5.543;1.163;69.232
0.001183743;32.608;3.526;95.763
0.002301723;10.225;6.899;73.508
0.0005918717;3.394;25.137;94.188
0.0005261082;2.487;16.343;87.172
0.0009206894;6.174;2.459;82.374
0.001972905;6.159;8.011;83.057
0.0009864529;3.910;16.343;78.455
0.0002630541;6.319;1.031;87.172
0.00111798;4.739;9.737;56.438
0.00263054;22.834;3.839;46.867
0.001446798;1.921;5.485;93.911
0.001183743;3.910;6.526;43.458
0.0004603446;19.304;4.164;87.172
0.00111798;4.739;6.210;24.747
0.001907142;4.739;34.836;97.307
0.0005261082;4.739;6.210;96.915
0.002696303;4.739;2.459;88.551
0.002170196;4.739;6.210;24.747
0.002038669;31.230;10.504;86.958
0.005918716;10.394;3.839;58.257
0.005852952;8.216;9.047;97.307
0.001709851;4.739;6.210;93.066
0.001512561;28.304;14.272;93.109
0.001315271;54.383;3.839;94.440
0.001841378;91.020;5.485;94.433
0.00111798;3.394;3.839;75.270
0.002499013;4.739;9.737;34.666
0.002038669;4.739;24.969;97.307
0.00111798;3.291;4.374;56.679
0.008878086;10.225;8.900;95.750
0.000131527;4.739;8.237;71.729
0.001446798;4.739;9.737;71.542
0.0001972905;2.442;35.628;95.763
0.0003945811;4.739;18.886;87.172
0.001183743;90.411;3.526;95.763
0.001381034;3.699;16.097;97.048
0.002696303;8.753;21.524;75.270
0.007102463;8.216;5.347;86.117
0.0009864529;1.483;8.744;39.728
0.001249507;3.910;5.485;83.057
6.576352E-05;4.739;24.969;97.307
0.0003945811;6.319;79.025;89.000
0.002433249;89.158;7.286;86.958
0.006050243;11.323;9.047;86.958
0.001578324;4.739;15.852;31.407
0.002893594;20.799;23.429;81.548
0.001446798;4.739;83.876;44.515
0.0003945811;4.739;7.063;95.544
0.003025121;11.323;9.047;86.958
0.0007233988;6.376;8.011;89.000
0.0005261082;10.225;80.118;86.958
0.0006576352;74.888;16.632;89.912
0.002959357;12.631;8.900;89.808
0.001052216;4.739;2.459;91.510
0.002499013;86.098;33.500;86.958
0.0007891623;3.910;5.485;97.048
0.0005261082;3.394;7.379;26.605
0.004077336;61.862;12.352;97.900
0.004866498;19.889;11.846;97.900
0.001052216;5.034;5.360;83.057
0.002235959;6.486;5.360;83.057
0.00263054;88.268;7.877;85.266
0.007299755;12.486;5.485;94.440
0.0007233988;4.739;6.729;87.172
0.0008549258;3.699;6.210;72.857
0.001315271;13.219;3.839;70.867
0.00111798;34.040;3.203;78.455
0.003025121;53.239;9.047;73.843
0.001381034;3.448;1.163;99.232
0.0007891623;4.739;3.021;93.066
0.004077336;8.150;8.011;86.958
0.00111798;4.147;6.462;24.716
0.0005261082;3.705;23.429;81.548
0.0006576352;3.910;89.775;97.900
0.002170196;6.319;1.802;92.429
0.005261078;19.889;11.846;97.900
0.005195315;6.486;11.331;72.126
0.002235959;6.319;3.839;99.379
0.001775615;6.319;9.737;75.270
6.576352E-05;3.910;15.742;67.260
0.001381034;34.479;16.343;78.455
0.0003945811;47.557;1.163;86.958
0.002959357;8.753;8.900;83.785
0.001183743;8.753;1.163;87.244
0.0009206894;7.807;14.996;65.459
0.0004603446;10.696;22.083;68.493
0.001315271;5.543;1.163;69.232
0.0070367;8.753;21.524;91.758
0.003025121;2.332;1.031;90.779
0.0009864529;87.537;3.542;75.156
0.001446798;5.543;1.163;69.232
0.002762067;8.216;6.526;48.414
0.002170196;94.674;6.462;97.307
0.002301723;5.595;3.839;87.172
0.0002630541;3.394;35.465;40.504
0.00282783;5.383;9.737;88.756
0.00453768;6.319;9.737;75.270
0.001315271;4.261;1.163;69.232
0.0007891623;96.801;2.280;83.477
0.006905172;6.879;5.486;58.257
0.0005261082;4.739;95.598;86.958
0.0004603446;3.448;40.055;64.235
0.0007891623;89.158;22.514;86.958
0.0005918717;4.739;9.781;76.280
0.001381034;19.304;4.164;48.580
0.0009864529;3.699;16.097;97.048
0.0006576352;3.448;7.877;24.457
0.0005918717;4.739;58.421;95.763
0.002893594;9.485;6.526;82.374
0.0006576352;1.969;8.900;83.057
0.003551228;13.354;3.542;73.293
0.0001972905;88.579;5.347;79.914
0.002696303;22.076;8.011;97.900
0.001315271;4.739;9.737;71.542
0.0007891623;7.643;75.801;86.958
0.0007233988;4.739;14.896;62.033
0.001841378;21.497;5.485;86.958
0.001512561;10.394;13.986;58.257
0.00111798;4.739;6.210;93.066
0.001315271;6.450;5.350;78.128
0.0009864529;12.631;8.900;83.057
0.003222411;4.739;5.350;44.489
0.001907142;32.014;8.011;40.355
0.002235959;17.904;7.063;97.307
0.00111798;4.739;5.485;62.156
0.0007233988;3.448;1.163;36.283
0.008417739;9.485;6.210;89.000
0.001512561;2.487;6.400;62.033
0.0006576352;21.185;14.272;86.958
0.001315271;13.354;3.839;70.867
0.002235959;6.879;3.839;58.257
6.576352E-05;13.354;3.542;73.293
0.0002630541;6.319;64.656;99.379
0.0007891623;20.799;1.163;25.494
0.0001972905;4.739;16.632;73.966
0.00111798;14.607;6.210;97.048
0.001249507;7.250;6.210;79.914
0.00111798;6.319;3.747;38.498
0.003945809;19.889;11.846;97.900
0.0005918717;4.739;18.298;97.048
0.001775615;13.354;5.350;55.173
0.0007891623;13.354;1.163;71.729
0.0009864529;4.739;5.485;62.156
0.003288175;14.607;9.859;62.033
0.0009206894;22.177;6.210;86.958
0.001052216;3.394;6.757;73.843
0.001315271;4.739;12.158;86.958
0.001052216;3.394;9.047;73.843
0.001578324;24.592;9.737;99.092
0.003419701;3.910;8.550;82.746
0.0002630541;10.550;34.660;83.057
0.0005261082;4.739;7.063;65.452
0.001841378;3.157;3.203;87.611
0.001249507;70.905;32.345;97.962
0.001249507;3.394;3.839;85.373
0.002433249;5.383;3.839;36.283
0.001446798;8.216;6.526;48.414
0.001644088;3.394;3.839;94.440
0.002367486;8.753;3.526;95.763
0.0001972905;10.225;35.412;64.943
0.001446798;3.910;15.852;58.580
0.002104432;79.980;8.011;40.355
0.00111798;3.448;6.210;89.256
0.001446798;4.739;10.655;62.033
0.0005918717;3.448;6.210;83.057
0.006444826;6.486;3.839;89.256
0.001381034;3.910;15.852;58.580
0.004143099;8.216;6.526;48.414
0.0005261082;3.910;16.343;78.455
0.004734971;21.185;14.272;86.958
0.0005261082;3.448;5.347;77.184
0.001249507;4.739;8.011;88.551
0.0004603446;48.628;2.459;86.958
0.001709851;10.225;8.900;38.393
0.001183743;8.216;6.526;48.414
0.0005918717;3.394;33.206;98.042
0.001972905;21.185;6.462;43.369
0.002367486;79.766;7.063;78.455
0.001315271;3.910;8.550;98.656
0.002367486;2.487;5.485;32.219
0.003353938;4.739;6.210;93.066
0.0009864529;60.636;9.781;71.729
0.0002630541;7.643;75.801;86.958
0.003025121;6.486;5.350;95.763
0.001775615;64.938;5.350;95.763
0.004208863;14.607;6.210;17.706
0.0006576352;8.216;6.526;48.414
0.002433249;89.158;7.286;81.453
0.001183743;4.739;11.856;55.397
0.0009864529;3.394;9.737;41.046
0.001381034;3.394;6.210;92.191
0.002104432;46.014;6.210;86.958
0.002499013;10.225;8.900;56.828
0.002104432;6.319;6.526;53.740
0.0009864529;4.739;15.852;31.407
0.00434039;15.571;6.462;87.172
0.001315271;3.394;34.972;85.480
0.0003945811;1.921;17.152;86.958
0.0007233988;4.739;6.210;43.952
0.002959357;6.319;1.031;80.875
0.0005261082;3.910;6.210;89.411
0.0007891623;18.816;1.163;97.900
