Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
46.400;4.931;5.733;85.520;0.056;0.337
29.000;10.276;5.733;74.807;0.035;0.372
52.000;4.931;5.069;38.519;0.063;0.435
1.200;12.817;1.050;71.133;0.001;0.437
3.600;10.146;1.050;88.510;0.004;0.441
4.800;10.146;1.050;88.510;0.006;0.447
11.200;10.146;11.131;93.719;0.014;0.460
34.800;10.276;17.348;93.719;0.042;0.502
22.400;10.276;11.131;57.553;0.027;0.530
37.000;10.276;11.131;93.719;0.045;0.574
17.400;10.276;17.348;93.719;0.021;0.595
5.000;10.146;5.069;74.807;0.006;0.601
20.800;10.146;5.069;59.405;0.025;0.627
3.600;10.146;1.050;53.956;0.004;0.631
6.400;12.817;9.719;93.719;0.008;0.639
1.200;10.146;1.050;88.510;0.001;0.640
22.400;10.146;11.131;93.719;0.027;0.667
52.000;4.931;5.069;38.519;0.063;0.730
9.800;12.817;9.719;54.288;0.012;0.742
11.200;10.276;11.131;57.553;0.014;0.756
10.400;10.146;10.297;71.133;0.013;0.768
19.600;12.817;9.719;93.719;0.024;0.792
5.800;12.817;5.733;68.037;0.007;0.799
2.400;10.276;1.050;85.520;0.003;0.802
11.200;12.817;11.131;74.807;0.014;0.815
9.800;12.817;9.719;74.807;0.012;0.827
11.200;10.146;11.131;93.719;0.014;0.841
22.400;10.146;11.131;93.719;0.027;0.868
3.600;10.146;1.050;93.719;0.004;0.872
10.400;10.146;5.069;59.405;0.013;0.885
11.200;10.146;11.131;93.719;0.014;0.899
10.400;24.286;10.297;93.852;0.013;0.911
5.800;10.276;5.733;74.807;0.007;0.918
9.800;12.817;9.719;93.719;0.012;0.930
11.600;10.276;5.733;74.807;0.014;0.944
9.800;76.217;9.719;74.807;0.012;0.956
20.800;10.146;10.297;71.133;0.025;0.981
15.600;10.276;5.069;85.520;0.019;1.000
Nilai fitness terbaik = 52.00013
Total fitness =  826.0006

Generasi 6
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
11.600;10.146;5.733;74.807;0.013;0.013
11.200;12.817;11.131;71.133;0.012;0.025
22.400;10.146;11.131;93.719;0.025;0.050
11.600;10.276;5.733;38.519;0.013;0.063
9.800;10.146;9.719;93.719;0.011;0.074
34.800;4.931;17.348;93.719;0.039;0.113
5.200;12.817;5.069;93.719;0.006;0.118
31.200;4.931;10.297;71.133;0.035;0.153
11.600;10.276;5.733;93.719;0.013;0.166
11.200;10.146;11.131;93.719;0.012;0.178
11.200;10.146;11.131;74.807;0.012;0.191
22.400;10.276;11.131;93.719;0.025;0.216
11.200;10.146;11.131;96.513;0.012;0.228
10.400;10.146;5.069;74.807;0.012;0.240
12.800;78.342;17.348;93.719;0.014;0.254
5.800;10.146;5.733;74.807;0.006;0.261
11.600;12.817;5.733;93.719;0.013;0.273
50.800;4.931;10.297;71.133;0.056;0.330
5.200;12.817;5.069;57.553;0.006;0.336
19.600;10.146;9.719;93.719;0.022;0.357
5.800;12.817;5.733;48.540;0.006;0.364
62.400;4.931;10.297;71.133;0.069;0.433
19.600;10.146;9.719;93.719;0.022;0.455
11.200;12.817;11.131;74.807;0.012;0.467
5.800;10.276;5.733;86.793;0.006;0.474
11.200;10.146;11.131;85.520;0.012;0.486
9.800;10.276;9.719;93.719;0.011;0.497
5.200;25.821;5.069;57.553;0.006;0.503
11.200;10.276;11.131;93.719;0.012;0.515
5.800;10.146;5.733;74.807;0.006;0.522
19.600;4.931;9.719;59.405;0.022;0.544
32.600;4.931;10.297;71.133;0.036;0.580
2.200;78.441;11.131;96.513;0.002;0.582
5.800;10.146;5.733;74.807;0.006;0.589
17.400;10.146;5.733;93.719;0.019;0.608
5.800;10.146;5.733;74.807;0.006;0.615
5.800;10.146;5.733;74.807;0.006;0.621
5.200;12.817;5.069;93.719;0.006;0.627
9.800;10.276;9.719;93.719;0.011;0.638
5.200;24.286;5.069;93.719;0.006;0.643
5.200;10.276;5.069;93.852;0.006;0.649
22.400;10.146;11.131;93.719;0.025;0.674
12.000;12.817;11.850;93.719;0.013;0.687
10.400;10.276;5.069;93.852;0.012;0.699
19.600;10.146;9.719;93.719;0.022;0.721
52.000;4.931;10.297;71.133;0.058;0.779
9.800;69.364;9.719;38.304;0.011;0.790
5.800;10.146;11.131;38.519;0.006;0.796
5.200;10.276;5.069;93.852;0.006;0.802
9.800;10.146;9.719;54.288;0.011;0.813
19.800;10.146;17.348;53.956;0.022;0.835
1.400;10.146;9.719;54.288;0.002;0.836
5.200;12.817;5.069;57.553;0.006;0.842
52.200;4.931;17.348;93.719;0.058;0.900
11.200;59.770;11.131;38.519;0.012;0.912
5.200;12.817;5.069;57.553;0.006;0.918
0.600;25.768;11.131;93.719;0.001;0.919
9.800;10.276;9.719;93.719;0.011;0.930
11.200;10.276;11.131;93.719;0.012;0.942
52.000;4.931;10.297;71.133;0.058;1.000
Nilai fitness terbaik = 62.40017
Total fitness =  899.8007

Generasi 7
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
19.600;10.276;9.719;71.133;0.022;0.022
10.400;10.146;10.297;93.719;0.012;0.034
0.800;10.146;11.131;71.133;0.001;0.034
15.600;4.931;5.069;93.719;0.017;0.052
22.400;4.931;11.131;93.719;0.025;0.077
11.200;18.842;11.131;71.133;0.013;0.089
44.800;4.931;11.131;93.719;0.050;0.139
17.400;4.931;17.348;93.719;0.019;0.159
44.800;4.931;11.131;93.719;0.050;0.209
44.800;4.931;11.131;93.719;0.050;0.259
31.200;4.931;10.297;93.719;0.035;0.294
11.200;10.146;11.131;71.133;0.013;0.306
11.200;69.364;11.131;93.719;0.013;0.319
11.200;10.146;11.131;74.807;0.013;0.331
22.400;10.146;11.131;54.288;0.025;0.356
76.000;4.931;37.926;93.719;0.085;0.441
22.400;4.931;11.131;93.719;0.025;0.466
12.000;10.146;11.850;93.719;0.013;0.480
41.600;4.931;10.297;93.719;0.046;0.526
31.200;4.931;10.297;93.719;0.035;0.561
11.200;10.146;11.131;64.015;0.013;0.574
19.600;4.931;9.719;38.519;0.022;0.595
18.000;10.146;11.850;93.719;0.020;0.616
15.600;4.931;5.069;93.719;0.017;0.633
10.400;10.690;10.297;93.719;0.012;0.645
10.400;4.931;5.069;93.719;0.012;0.656
9.800;12.817;9.719;38.304;0.011;0.667
20.800;4.931;5.069;93.719;0.023;0.690
11.200;10.146;11.131;71.133;0.013;0.703
34.800;4.931;17.348;93.719;0.039;0.742
10.400;59.770;10.297;53.956;0.012;0.753
10.400;10.146;10.297;71.133;0.012;0.765
11.200;12.817;11.089;93.719;0.013;0.777
20.800;4.931;5.069;93.719;0.023;0.801
17.400;4.931;10.297;93.719;0.019;0.820
15.600;4.931;5.069;93.719;0.017;0.838
52.200;4.931;17.348;74.807;0.058;0.896
31.200;4.931;10.297;93.719;0.035;0.931
52.200;4.931;17.348;93.348;0.058;0.989
9.800;10.146;9.719;93.719;0.011;1.000
Nilai fitness terbaik = 75.99998
Total fitness =  895.2009

Generasi 8
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
22.400;4.931;11.131;93.719;0.010;0.010
33.600;4.931;11.131;71.133;0.016;0.026
26.000;4.931;5.069;93.719;0.012;0.038
36.600;4.931;11.850;71.133;0.017;0.055
22.400;4.931;11.131;71.133;0.010;0.065
20.800;4.931;5.069;74.565;0.010;0.075
56.000;4.931;11.131;71.133;0.026;0.101
41.600;4.931;10.297;72.172;0.019;0.120
16.400;4.931;8.166;71.133;0.008;0.128
56.000;4.931;11.131;71.133;0.026;0.154
56.000;4.931;11.089;93.719;0.026;0.180
51.200;4.931;10.297;93.719;0.024;0.203
17.400;4.931;17.348;38.519;0.008;0.212
17.400;10.690;17.348;93.719;0.008;0.220
36.800;4.931;10.297;93.719;0.017;0.237
58.800;4.931;9.719;93.719;0.027;0.264
44.800;4.931;11.131;71.133;0.021;0.285
10.400;10.146;10.297;93.348;0.005;0.289
31.000;4.931;5.069;74.807;0.014;0.304
10.400;12.817;10.297;93.719;0.005;0.309
15.800;10.146;11.131;93.719;0.007;0.316
33.600;4.931;11.131;93.719;0.016;0.332
44.800;4.931;11.131;71.133;0.021;0.352
0.200;10.146;5.069;26.741;0.000;0.352
62.400;4.931;10.297;71.133;0.029;0.381
10.400;12.817;10.297;93.719;0.005;0.386
35.000;4.931;11.131;93.719;0.016;0.402
34.800;4.931;17.348;38.519;0.016;0.419
26.000;4.931;5.069;93.719;0.012;0.431
33.600;6.544;11.131;93.719;0.016;0.446
20.800;10.146;10.297;93.348;0.010;0.456
31.200;4.931;10.297;93.719;0.014;0.470
44.800;4.931;11.131;38.304;0.021;0.491
5.400;10.146;37.926;93.719;0.003;0.494
20.800;4.931;10.297;93.719;0.010;0.503
60.200;4.931;10.297;93.719;0.028;0.531
36.400;4.931;5.069;93.719;0.017;0.548
52.000;4.931;10.297;93.719;0.024;0.572
11.200;10.146;11.131;93.719;0.005;0.577
28.000;4.931;27.914;54.288;0.013;0.590
46.000;4.931;11.131;71.133;0.021;0.612
31.200;4.931;10.297;93.719;0.014;0.626
11.200;10.146;11.131;95.639;0.005;0.631
22.200;10.146;17.348;93.719;0.010;0.641
11.200;12.817;11.131;93.719;0.005;0.647
11.200;12.817;11.131;93.719;0.005;0.652
20.800;4.931;10.297;93.719;0.010;0.661
22.400;4.931;11.131;71.133;0.010;0.672
22.400;4.931;11.131;71.133;0.010;0.682
44.800;4.931;11.131;71.133;0.021;0.703
36.000;4.931;11.850;71.133;0.017;0.720
44.800;4.931;11.131;71.133;0.021;0.740
33.600;4.931;11.131;33.430;0.016;0.756
17.400;10.146;17.348;93.719;0.008;0.764
41.000;4.931;11.131;93.719;0.019;0.783
48.000;4.931;11.850;54.288;0.022;0.805
22.400;12.817;11.131;93.719;0.010;0.816
19.600;4.931;9.719;93.719;0.009;0.825
20.000;12.817;10.297;93.719;0.009;0.834
9.800;18.842;9.719;71.133;0.005;0.839
56.000;4.931;11.131;71.133;0.026;0.865
33.600;4.931;11.131;93.719;0.016;0.880
56.000;4.931;11.131;72.919;0.026;0.906
29.400;4.931;9.719;93.719;0.014;0.920
48.000;4.931;11.850;71.133;0.022;0.942
11.200;4.931;11.131;71.133;0.005;0.947
56.000;4.931;11.131;71.133;0.026;0.973
41.600;4.931;10.297;93.719;0.019;0.992
5.200;10.146;5.069;93.719;0.002;0.995
11.200;10.146;11.131;93.719;0.005;1.000
Nilai fitness terbaik = 62.40017
Total fitness =  2157.604

Generasi 9
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
31.200;4.931;5.069;71.133;0.014;0.014
33.600;4.931;11.131;74.565;0.015;0.028
44.800;4.931;11.131;71.133;0.020;0.048
33.600;4.931;11.131;93.719;0.015;0.063
10.400;4.931;10.297;71.133;0.005;0.067
26.000;4.931;5.069;38.519;0.011;0.079
11.200;4.931;11.131;74.807;0.005;0.083
31.200;4.931;10.297;93.719;0.014;0.097
44.800;4.931;11.131;93.719;0.020;0.117
11.200;69.535;11.131;72.172;0.005;0.122
56.000;4.931;11.131;71.133;0.024;0.146
29.400;4.931;9.719;93.719;0.013;0.159
36.000;4.931;27.914;93.719;0.016;0.175
9.800;66.196;9.719;93.719;0.004;0.179
44.800;4.931;11.131;49.816;0.020;0.198
44.800;4.931;11.131;93.719;0.020;0.218
20.800;4.931;10.297;71.133;0.009;0.227
34.800;4.931;17.348;54.288;0.015;0.242
31.200;4.931;10.297;71.133;0.014;0.256
33.600;4.931;33.474;93.719;0.015;0.271
29.400;4.931;9.719;93.719;0.013;0.284
20.800;4.931;10.297;71.133;0.009;0.293
22.400;4.931;11.131;26.972;0.010;0.302
26.000;4.931;5.069;33.430;0.011;0.314
2.600;4.931;5.069;38.519;0.001;0.315
44.800;4.931;11.131;71.133;0.020;0.334
68.600;4.931;9.719;93.719;0.030;0.364
20.400;4.931;10.297;71.133;0.009;0.373
39.200;4.931;9.719;93.719;0.017;0.391
31.200;4.931;10.297;71.133;0.014;0.404
36.000;4.931;11.850;71.133;0.016;0.420
33.600;4.931;11.131;93.719;0.015;0.435
31.200;4.931;10.297;71.133;0.014;0.448
55.600;4.931;11.131;86.909;0.024;0.473
44.800;4.931;11.131;72.172;0.020;0.492
11.200;4.931;11.131;71.133;0.005;0.497
44.800;4.931;11.131;93.719;0.020;0.517
33.600;4.931;11.131;71.133;0.015;0.531
52.200;4.931;17.348;54.288;0.023;0.554
20.800;4.931;10.297;71.133;0.009;0.563
20.800;4.931;5.069;93.719;0.009;0.572
31.200;4.931;10.297;71.133;0.014;0.586
44.800;4.931;11.131;71.133;0.020;0.605
58.800;4.931;9.719;93.719;0.026;0.631
56.000;4.931;11.131;93.719;0.024;0.656
22.400;4.931;11.131;93.719;0.010;0.665
44.800;4.931;11.131;93.719;0.020;0.685
64.600;4.931;11.131;93.719;0.028;0.713
22.400;4.931;11.131;71.133;0.010;0.723
20.800;4.931;10.297;71.133;0.009;0.732
39.200;4.931;9.719;93.719;0.017;0.749
32.400;4.931;62.694;71.133;0.014;0.763
8.200;4.931;85.058;93.348;0.004;0.767
33.600;4.931;11.131;93.719;0.015;0.782
36.000;4.931;11.850;71.133;0.016;0.797
56.000;4.931;27.914;93.719;0.024;0.822
5.200;4.931;5.069;33.430;0.002;0.824
5.000;4.931;11.131;71.133;0.002;0.826
31.200;4.931;10.297;71.133;0.014;0.840
41.600;4.931;10.297;72.919;0.018;0.858
56.000;4.931;11.131;93.719;0.024;0.883
20.800;4.931;10.297;71.133;0.009;0.892
12.000;43.615;11.850;71.133;0.005;0.897
17.400;4.931;17.348;93.348;0.008;0.905
56.000;4.931;11.131;71.133;0.024;0.929
56.000;4.931;11.131;93.719;0.024;0.954
20.800;4.931;10.297;71.133;0.009;0.963
28.000;4.931;27.914;93.719;0.012;0.975
29.400;4.931;9.719;71.133;0.013;0.988
28.000;4.931;27.914;68.070;0.012;1.000
Nilai fitness terbaik = 68.6001
Total fitness =  2287.804

Generasi 10
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
11.200;4.931;11.131;71.133;0.007;0.007
24.000;4.931;11.850;71.133;0.015;0.022
22.400;4.931;11.131;33.430;0.014;0.037
33.600;4.931;11.131;72.172;0.021;0.058
12.000;4.931;11.850;71.133;0.008;0.066
22.400;4.931;11.131;71.133;0.014;0.080
9.800;4.931;9.719;52.116;0.006;0.086
22.400;4.931;11.131;71.133;0.014;0.100
9.600;4.931;11.131;93.719;0.006;0.107
33.600;4.931;11.131;71.133;0.021;0.128
33.600;4.931;11.131;38.519;0.021;0.149
11.200;4.931;11.131;71.133;0.007;0.156
5.200;43.615;5.069;71.133;0.003;0.160
39.200;4.931;9.719;71.133;0.025;0.185
5.200;4.931;5.069;71.133;0.003;0.188
31.200;4.931;10.297;93.719;0.020;0.208
12.000;4.931;11.850;74.565;0.008;0.216
29.400;4.931;9.719;71.133;0.019;0.234
33.600;4.931;11.131;71.133;0.021;0.256
33.600;4.931;11.131;93.719;0.021;0.277
20.800;4.931;10.297;71.133;0.013;0.290
22.400;4.931;11.131;93.719;0.014;0.305
20.800;4.931;10.297;93.719;0.013;0.318
26.000;4.931;5.069;26.972;0.017;0.334
39.200;4.931;9.719;72.788;0.025;0.359
10.400;4.931;5.069;26.972;0.007;0.366
22.400;4.931;11.131;33.430;0.014;0.380
10.400;4.931;10.297;9.502;0.007;0.387
44.800;4.931;11.131;93.719;0.029;0.415
29.400;4.931;9.719;49.816;0.019;0.434
5.200;13.057;5.069;71.133;0.003;0.437
31.200;4.931;10.297;72.172;0.020;0.457
22.400;4.931;11.131;54.288;0.014;0.471
36.000;4.931;11.850;71.133;0.023;0.494
33.600;4.931;11.131;71.133;0.021;0.516
10.400;4.931;10.297;93.719;0.007;0.522
33.600;4.931;11.131;72.172;0.021;0.544
22.400;4.931;11.131;71.133;0.014;0.558
5.200;43.615;5.069;71.133;0.003;0.561
9.800;4.931;9.719;71.133;0.006;0.568
11.200;4.931;11.131;59.416;0.007;0.575
22.400;4.931;11.131;93.719;0.014;0.589
11.200;4.931;11.131;71.235;0.007;0.596
22.400;4.931;11.131;71.133;0.014;0.610
22.400;4.931;11.131;33.430;0.014;0.625
12.000;4.931;11.850;71.133;0.008;0.632
11.200;99.479;11.131;72.919;0.007;0.639
33.600;4.931;11.131;71.133;0.021;0.661
33.600;4.931;11.131;71.133;0.021;0.682
31.200;4.931;10.297;93.719;0.020;0.702
11.200;4.931;11.131;93.719;0.007;0.709
56.000;4.931;27.914;93.719;0.036;0.745
11.200;4.931;11.131;71.133;0.007;0.752
28.000;4.931;27.914;71.133;0.018;0.770
29.200;4.931;10.297;93.719;0.019;0.788
11.200;4.931;11.131;72.919;0.007;0.796
9.000;4.931;11.131;93.719;0.006;0.801
29.400;4.931;9.719;93.719;0.019;0.820
19.600;4.931;9.719;71.133;0.012;0.832
20.800;4.931;10.297;93.719;0.013;0.846
15.600;4.931;5.069;93.719;0.010;0.856
22.400;4.931;11.131;54.288;0.014;0.870
17.400;33.116;17.348;71.133;0.011;0.881
34.800;4.931;17.348;71.133;0.022;0.903
31.200;4.931;11.131;71.133;0.020;0.923
19.600;4.931;9.719;71.133;0.012;0.935
11.200;4.931;11.131;93.719;0.007;0.943
11.200;4.931;11.131;54.288;0.007;0.950
11.200;4.931;11.131;71.133;0.007;0.957
31.200;4.931;10.297;93.719;0.020;0.977
9.800;4.931;9.719;74.807;0.006;0.983
11.200;82.438;11.131;93.719;0.007;0.990
15.600;4.931;5.069;71.133;0.010;1.000
Nilai fitness terbaik = 56.00014
Total fitness =  1570.802

Generasi 11
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
33.600;4.931;11.131;67.211;0.019;0.019
19.600;4.931;9.719;54.288;0.011;0.031
11.200;4.931;11.131;93.719;0.006;0.037
29.400;4.931;11.131;93.719;0.017;0.054
44.800;4.931;11.131;96.788;0.026;0.080
22.400;4.931;11.131;71.133;0.013;0.093
20.800;4.931;5.069;71.133;0.012;0.105
29.400;4.931;9.719;54.288;0.017;0.122
10.400;4.931;10.297;71.133;0.006;0.128
44.800;4.931;11.131;93.719;0.026;0.154
11.200;4.931;11.131;71.133;0.006;0.160
15.600;4.931;5.069;71.133;0.009;0.169
52.200;4.931;17.348;71.133;0.030;0.199
22.400;4.931;11.131;71.133;0.013;0.212
22.400;4.931;11.131;71.133;0.013;0.225
33.600;4.931;11.131;71.133;0.019;0.244
44.800;4.931;11.131;93.719;0.026;0.270
11.200;4.931;11.131;71.133;0.006;0.277
19.800;4.931;19.672;71.133;0.011;0.288
31.200;4.931;10.297;71.133;0.018;0.306
24.000;4.931;11.850;93.719;0.014;0.320
22.400;4.931;11.131;71.133;0.013;0.333
22.400;4.931;11.131;71.133;0.013;0.346
11.200;4.931;11.131;93.719;0.006;0.352
10.400;4.931;10.297;38.519;0.006;0.358
31.200;4.931;10.297;93.719;0.018;0.376
20.800;4.931;10.297;71.133;0.012;0.388
49.800;4.931;10.297;38.519;0.029;0.417
11.200;4.931;11.131;72.172;0.006;0.423
11.200;4.931;11.131;71.133;0.006;0.430
20.800;4.931;10.297;38.519;0.012;0.442
33.600;4.931;11.131;72.919;0.019;0.461
24.000;4.931;11.850;93.719;0.014;0.475
33.600;4.931;11.131;93.719;0.019;0.494
9.800;21.104;9.719;71.133;0.006;0.500
33.600;4.931;11.131;71.133;0.019;0.519
32.400;4.931;11.131;71.235;0.019;0.538
27.000;4.931;11.131;93.719;0.016;0.553
19.600;4.931;9.719;59.416;0.011;0.565
11.200;4.931;11.131;26.841;0.006;0.571
19.600;4.931;9.719;72.788;0.011;0.582
