Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
48.000;5.876;15.811;55.249;0.022;0.743
18.600;5.876;18.577;55.249;0.009;0.752
37.200;5.876;18.577;55.249;0.017;0.769
6.000;50.430;15.811;55.249;0.003;0.772
32.000;5.876;15.811;55.249;0.015;0.787
18.600;5.876;18.577;55.249;0.009;0.795
32.000;5.876;15.811;55.249;0.015;0.810
16.000;5.876;15.811;39.530;0.007;0.817
48.000;5.876;15.811;55.249;0.022;0.840
48.000;5.876;15.811;55.249;0.022;0.862
18.600;5.876;18.577;55.249;0.009;0.870
34.400;5.876;15.811;55.249;0.016;0.886
43.400;5.876;15.811;79.722;0.020;0.906
32.000;5.876;15.811;55.249;0.015;0.921
49.200;5.876;15.811;55.249;0.023;0.944
48.000;5.876;15.811;55.249;0.022;0.966
74.400;5.876;18.577;68.063;0.034;1.000
Nilai fitness terbaik = 74.40001
Total fitness =  2169.004

Generasi 5
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
80.000;5.876;15.811;93.602;0.036;0.036
1.800;5.876;25.965;55.249;0.001;0.037
64.000;5.876;15.811;79.722;0.029;0.066
19.200;5.876;15.811;55.249;0.009;0.074
57.800;5.876;15.811;68.063;0.026;0.100
37.200;5.876;15.811;55.249;0.017;0.117
44.400;5.876;15.811;68.063;0.020;0.137
32.000;5.876;15.811;55.249;0.014;0.152
16.000;48.355;15.811;55.249;0.007;0.159
25.000;5.876;24.929;55.249;0.011;0.170
16.000;5.876;15.811;79.722;0.007;0.177
32.000;5.876;15.811;55.249;0.014;0.192
32.000;5.876;15.811;55.249;0.014;0.206
2.000;27.683;15.811;55.249;0.001;0.207
38.400;5.876;19.178;44.383;0.017;0.224
48.000;5.876;15.811;55.249;0.022;0.246
29.000;5.876;15.811;55.249;0.013;0.259
38.400;5.876;19.178;55.249;0.017;0.276
55.800;5.876;18.577;55.249;0.025;0.302
16.000;5.876;15.811;55.249;0.007;0.309
55.800;5.876;18.577;55.249;0.025;0.334
20.000;5.876;15.811;55.249;0.009;0.343
48.000;5.876;15.811;55.249;0.022;0.365
48.000;5.876;15.811;55.249;0.022;0.386
48.000;5.876;15.811;55.249;0.022;0.408
38.400;5.876;19.178;55.249;0.017;0.425
16.400;5.876;37.762;55.249;0.007;0.433
32.000;5.876;15.811;55.249;0.014;0.447
16.000;5.876;15.811;55.249;0.007;0.454
37.200;5.876;18.577;55.249;0.017;0.471
25.600;5.876;18.577;55.249;0.012;0.483
18.600;5.876;18.577;55.249;0.008;0.491
32.000;5.876;15.811;55.249;0.014;0.505
48.000;5.876;15.811;55.249;0.022;0.527
16.000;5.876;15.811;55.249;0.007;0.534
32.000;5.876;15.811;55.249;0.014;0.549
29.200;5.876;21.060;55.249;0.013;0.562
48.000;5.876;15.811;55.249;0.022;0.583
48.000;5.876;15.811;68.063;0.022;0.605
19.200;5.876;19.178;55.249;0.009;0.614
16.000;5.876;15.811;55.249;0.007;0.621
50.600;5.876;19.178;55.249;0.023;0.644
52.000;5.876;25.965;55.249;0.023;0.667
32.000;5.876;15.811;71.040;0.014;0.682
16.000;5.876;15.811;55.249;0.007;0.689
32.000;5.876;15.811;55.249;0.014;0.703
48.000;5.876;15.811;67.011;0.022;0.725
16.000;5.876;15.811;55.249;0.007;0.732
32.000;5.876;15.811;55.249;0.014;0.746
48.000;5.876;15.811;55.249;0.022;0.768
32.000;5.876;15.811;55.249;0.014;0.783
18.600;7.734;18.577;55.249;0.008;0.791
58.600;5.876;15.811;79.722;0.026;0.817
32.000;5.876;15.811;55.249;0.014;0.832
18.600;5.876;18.577;55.249;0.008;0.840
64.000;5.876;15.811;55.249;0.029;0.869
48.000;5.876;15.811;79.722;0.022;0.891
48.000;5.876;15.811;55.249;0.022;0.912
32.000;5.876;15.811;55.249;0.014;0.927
50.600;5.876;15.811;68.063;0.023;0.950
64.000;5.876;15.811;68.063;0.029;0.978
48.000;5.876;15.811;55.249;0.022;1.000
Nilai fitness terbaik = 79.99992
Total fitness =  2218.403

Generasi 6
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
48.000;5.876;15.811;68.063;0.021;0.021
16.000;5.876;15.811;55.249;0.007;0.029
48.000;5.876;15.811;55.249;0.021;0.050
32.000;5.876;15.811;68.063;0.014;0.064
48.000;5.876;15.811;55.249;0.021;0.086
32.000;5.876;15.811;79.722;0.014;0.100
57.800;5.876;15.811;55.249;0.026;0.126
38.400;5.876;19.178;79.722;0.017;0.143
32.000;5.876;15.811;55.249;0.014;0.157
32.000;5.876;15.811;55.249;0.014;0.172
37.200;5.876;15.811;44.383;0.017;0.188
48.000;5.876;15.811;55.249;0.021;0.210
32.000;5.876;15.811;44.383;0.014;0.224
48.000;5.876;15.811;55.249;0.021;0.245
32.000;5.876;15.811;71.048;0.014;0.260
32.000;5.876;15.811;55.249;0.014;0.274
38.400;5.876;19.178;55.249;0.017;0.291
64.000;5.876;15.811;79.722;0.029;0.320
16.000;5.876;15.811;55.249;0.007;0.327
37.200;5.876;18.577;55.249;0.017;0.343
53.600;5.876;15.811;55.249;0.024;0.367
32.000;5.876;15.811;41.896;0.014;0.382
0.600;5.876;18.577;55.249;0.000;0.382
48.000;5.876;15.811;55.249;0.021;0.403
42.600;5.876;18.577;55.249;0.019;0.422
78.000;5.876;25.965;55.249;0.035;0.457
48.000;5.876;15.811;44.383;0.021;0.479
32.000;5.876;15.811;55.249;0.014;0.493
55.800;5.876;18.577;68.063;0.025;0.518
38.400;5.876;19.178;55.249;0.017;0.535
32.000;5.876;15.811;55.249;0.014;0.549
37.200;5.876;18.577;79.722;0.017;0.566
32.000;5.876;15.811;55.249;0.014;0.580
64.000;5.876;15.811;79.722;0.029;0.609
36.000;5.876;25.965;55.249;0.016;0.625
16.000;5.876;15.811;55.249;0.007;0.632
37.200;5.876;18.577;79.722;0.017;0.648
48.000;5.876;15.811;68.063;0.021;0.670
32.000;5.876;15.811;44.383;0.014;0.684
64.000;5.876;15.811;93.602;0.029;0.713
64.000;5.876;15.811;71.040;0.029;0.741
32.000;5.876;15.811;55.249;0.014;0.756
40.000;5.876;9.825;79.722;0.018;0.773
64.000;5.876;15.811;68.063;0.029;0.802
27.600;5.876;13.760;55.249;0.012;0.814
32.000;5.876;15.811;55.249;0.014;0.829
48.000;5.876;15.811;93.602;0.021;0.850
48.000;5.876;15.811;55.249;0.021;0.872
42.600;5.876;15.811;68.063;0.019;0.891
48.000;5.876;15.811;55.249;0.021;0.912
32.000;5.876;15.811;67.011;0.014;0.926
32.000;5.876;15.811;50.744;0.014;0.941
37.200;5.876;18.577;79.722;0.017;0.957
48.000;5.876;15.811;55.249;0.021;0.979
48.000;5.876;15.811;55.249;0.021;1.000
Nilai fitness terbaik = 77.99995
Total fitness =  2239.804

Generasi 7
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
16.000;5.876;15.811;55.249;0.009;0.009
32.000;5.876;15.811;55.249;0.018;0.028
16.000;31.473;15.811;71.048;0.009;0.037
0.800;5.876;15.811;68.063;0.000;0.037
38.400;5.876;19.178;93.602;0.022;0.059
18.600;5.876;18.577;55.249;0.011;0.070
64.000;5.876;15.811;79.722;0.037;0.107
32.000;5.876;15.811;55.249;0.018;0.125
15.600;5.876;2.421;55.249;0.009;0.134
48.000;5.876;15.811;35.238;0.028;0.162
32.000;5.876;15.811;55.249;0.018;0.180
37.200;5.876;18.577;55.249;0.021;0.201
48.000;5.876;15.811;68.063;0.028;0.229
27.200;5.876;6.637;55.249;0.016;0.244
48.000;5.876;15.811;55.249;0.028;0.272
16.000;5.876;15.811;55.249;0.009;0.281
64.000;5.876;15.811;79.722;0.037;0.318
48.000;5.876;15.811;55.249;0.028;0.346
79.800;5.876;15.811;83.303;0.046;0.391
16.000;55.471;15.811;71.040;0.009;0.401
24.000;5.876;15.811;55.249;0.014;0.414
37.200;5.876;18.577;68.063;0.021;0.436
32.000;5.876;15.811;55.249;0.018;0.454
16.000;5.876;15.811;41.896;0.009;0.463
40.000;5.876;15.811;68.063;0.023;0.486
32.000;5.876;15.811;79.722;0.018;0.505
48.000;5.876;15.811;55.249;0.028;0.532
10.000;5.876;9.825;68.063;0.006;0.538
37.200;5.876;18.577;55.249;0.021;0.559
7.600;5.876;25.965;55.249;0.004;0.564
64.000;5.876;15.811;79.722;0.037;0.600
37.200;5.876;18.577;55.249;0.021;0.622
40.200;5.876;15.811;55.249;0.023;0.645
32.000;5.876;15.811;79.722;0.018;0.663
48.000;5.876;15.811;41.896;0.028;0.691
26.000;5.876;19.178;93.602;0.015;0.706
80.000;5.876;15.811;55.249;0.046;0.752
48.000;5.876;15.811;55.249;0.028;0.779
29.000;5.876;5.687;44.383;0.017;0.796
74.400;5.876;18.577;93.602;0.043;0.838
40.000;5.876;9.825;68.063;0.023;0.861
0.800;5.876;25.965;55.249;0.000;0.862
32.000;5.876;15.811;71.040;0.018;0.880
10.000;5.876;25.965;55.249;0.006;0.886
1.400;11.217;15.811;55.249;0.001;0.887
32.400;5.876;15.811;44.383;0.019;0.905
2.000;5.876;15.811;55.249;0.001;0.907
32.000;5.876;15.811;67.011;0.018;0.925
34.800;5.876;15.811;55.249;0.020;0.945
32.000;5.876;15.811;41.896;0.018;0.963
64.000;5.876;15.811;55.249;0.037;1.000
Nilai fitness terbaik = 79.99992
Total fitness =  1741.802

Generasi 8
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
48.000;5.876;15.811;55.249;0.028;0.028
48.000;5.876;15.811;79.722;0.028;0.055
17.400;5.876;5.687;55.249;0.010;0.065
32.000;5.876;15.811;68.063;0.018;0.084
37.200;5.876;18.577;55.249;0.021;0.105
33.400;5.876;15.811;68.063;0.019;0.125
20.400;5.876;6.637;79.722;0.012;0.136
10.200;31.473;19.728;55.249;0.006;0.142
17.400;5.876;5.687;55.249;0.010;0.152
32.000;5.876;15.811;55.249;0.018;0.171
32.000;5.876;15.811;44.383;0.018;0.189
32.000;5.876;15.811;93.602;0.018;0.208
48.000;5.876;15.811;79.722;0.028;0.235
86.400;5.876;28.738;55.249;0.050;0.285
48.000;5.876;15.811;79.722;0.028;0.313
16.000;5.876;15.811;55.249;0.009;0.322
1.000;5.876;15.811;41.896;0.001;0.323
16.000;5.876;15.811;29.958;0.009;0.332
32.000;5.876;15.811;55.249;0.018;0.350
48.000;5.876;15.811;55.249;0.028;0.378
31.000;5.876;18.577;55.249;0.018;0.396
36.800;5.876;15.811;44.383;0.021;0.417
48.000;5.876;15.811;79.722;0.028;0.445
20.000;5.876;9.825;55.249;0.012;0.456
4.000;5.876;15.811;55.249;0.002;0.459
28.400;5.876;19.437;44.383;0.016;0.475
16.000;5.876;15.811;55.249;0.009;0.484
62.200;5.876;15.811;68.063;0.036;0.520
32.000;5.876;15.811;55.249;0.018;0.539
32.000;5.876;15.811;71.040;0.018;0.557
10.000;76.669;9.825;55.249;0.006;0.563
39.000;5.876;15.811;55.249;0.022;0.585
48.000;5.876;15.811;68.063;0.028;0.613
18.600;5.876;18.577;55.249;0.011;0.624
48.000;5.876;15.811;93.602;0.028;0.651
18.600;5.876;18.577;55.249;0.011;0.662
63.200;5.876;15.811;79.722;0.036;0.699
36.600;5.876;15.811;68.063;0.021;0.720
32.000;5.876;15.811;68.063;0.018;0.738
16.000;5.876;15.811;35.238;0.009;0.747
16.000;5.876;15.811;35.238;0.009;0.757
32.000;5.876;15.811;93.602;0.018;0.775
23.200;5.876;5.687;55.249;0.013;0.789
2.600;55.471;2.421;79.722;0.001;0.790
1.200;34.338;18.577;55.249;0.001;0.791
32.000;5.876;15.811;79.722;0.018;0.809
23.200;5.876;5.687;55.249;0.013;0.823
32.000;5.876;15.811;55.249;0.018;0.841
29.200;5.876;29.194;55.249;0.017;0.858
32.000;5.876;15.811;71.040;0.018;0.876
32.600;5.876;15.811;83.303;0.019;0.895
32.000;5.876;15.811;55.249;0.018;0.914
16.000;5.876;15.811;55.249;0.009;0.923
48.000;5.876;15.811;55.249;0.028;0.951
48.000;5.876;15.811;83.303;0.028;0.978
17.400;5.876;5.687;55.249;0.010;0.988
20.400;5.876;6.637;79.722;0.012;1.000
Nilai fitness terbaik = 86.39983
Total fitness =  1733.602

Generasi 9
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
48.000;5.876;15.811;68.063;0.029;0.029
7.000;5.876;28.738;55.249;0.004;0.033
16.000;5.876;15.811;55.249;0.010;0.043
48.000;5.876;15.811;93.602;0.029;0.072
32.000;5.876;15.811;55.249;0.019;0.092
34.000;5.876;6.637;55.249;0.021;0.113
48.000;5.876;15.811;79.722;0.029;0.142
32.000;5.876;15.811;55.249;0.019;0.161
48.000;5.876;15.811;55.249;0.029;0.191
25.200;5.876;25.019;55.249;0.015;0.206
30.000;5.876;9.825;55.249;0.018;0.224
16.000;5.876;15.811;55.249;0.010;0.234
32.000;5.876;15.811;35.238;0.019;0.253
16.000;5.876;15.811;79.722;0.010;0.263
33.600;5.876;15.811;68.063;0.020;0.284
48.000;5.876;15.811;79.722;0.029;0.313
48.000;5.876;15.811;44.383;0.029;0.342
19.600;5.876;19.437;68.063;0.012;0.354
57.600;5.876;28.738;55.249;0.035;0.389
28.800;5.876;28.738;55.249;0.018;0.407
16.000;5.876;15.811;68.063;0.010;0.416
19.000;5.876;15.811;79.722;0.012;0.428
16.000;5.876;15.811;55.249;0.010;0.438
26.400;5.876;15.811;55.249;0.016;0.454
17.800;5.876;9.825;68.063;0.011;0.464
32.000;5.876;15.811;71.040;0.019;0.484
16.000;5.876;15.811;44.383;0.010;0.494
48.000;5.876;15.811;55.249;0.029;0.523
48.000;5.876;15.811;55.249;0.029;0.552
32.000;5.876;15.811;55.249;0.019;0.572
26.800;5.876;15.811;68.063;0.016;0.588
16.000;5.876;15.811;55.249;0.010;0.598
18.600;5.876;18.577;93.602;0.011;0.609
16.000;5.876;15.811;79.722;0.010;0.619
32.000;5.876;15.811;55.249;0.019;0.638
20.400;5.876;6.637;55.249;0.012;0.651
32.000;5.876;15.811;44.383;0.019;0.670
32.000;5.876;15.811;55.249;0.019;0.690
16.000;5.876;15.811;44.383;0.010;0.699
16.000;5.876;15.811;93.602;0.010;0.709
32.000;5.876;15.811;55.249;0.019;0.729
48.000;5.876;15.811;55.249;0.029;0.758
7.200;5.876;15.811;55.249;0.004;0.762
30.000;5.876;9.825;55.249;0.018;0.780
37.000;5.876;7.365;55.249;0.023;0.803
32.000;5.876;15.811;79.722;0.019;0.822
44.400;5.876;15.811;79.722;0.027;0.849
32.000;5.876;15.811;83.303;0.019;0.869
6.800;50.851;6.637;55.249;0.004;0.873
64.000;5.876;15.811;68.063;0.039;0.912
16.000;5.876;15.811;55.249;0.010;0.922
32.200;5.876;6.637;55.249;0.020;0.941
10.400;5.876;54.761;68.063;0.006;0.948
32.000;5.876;15.811;55.249;0.019;0.967
6.000;5.876;15.811;44.383;0.004;0.971
48.000;5.876;15.811;79.722;0.029;1.000
Nilai fitness terbaik = 64.00017
Total fitness =  1642.802

Generasi 10
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
32.000;5.876;15.811;55.249;0.016;0.016
20.000;5.876;9.825;55.249;0.010;0.025
32.000;5.876;15.811;55.249;0.016;0.041
33.400;5.876;15.811;99.573;0.016;0.057
32.000;5.876;15.811;55.249;0.016;0.073
9.200;5.876;15.811;93.602;0.004;0.077
32.000;5.876;15.811;55.249;0.016;0.093
32.000;5.876;15.811;55.249;0.016;0.109
21.400;5.876;21.384;68.063;0.010;0.119
50.000;5.876;9.825;85.628;0.024;0.144
48.000;5.876;15.811;72.443;0.023;0.167
32.000;5.876;15.811;83.303;0.016;0.183
24.000;5.876;15.811;68.063;0.012;0.194
32.000;5.876;15.811;55.249;0.016;0.210
16.000;5.876;15.811;55.249;0.008;0.218
32.000;5.876;15.811;55.249;0.016;0.233
48.000;5.876;15.811;79.722;0.023;0.257
16.400;5.876;15.811;55.249;0.008;0.265
40.600;5.876;15.811;55.249;0.020;0.285
16.000;5.876;15.811;55.249;0.008;0.292
36.400;5.876;15.811;55.249;0.018;0.310
48.000;5.876;15.811;79.722;0.023;0.334
48.000;5.876;15.811;55.249;0.023;0.357
48.000;5.876;15.811;44.383;0.023;0.381
34.000;5.876;6.637;79.722;0.017;0.397
64.000;5.876;15.811;55.249;0.031;0.428
48.000;5.876;15.811;68.063;0.023;0.452
32.000;5.876;15.811;55.249;0.016;0.467
48.000;5.876;15.811;79.722;0.023;0.491
32.000;5.876;15.811;68.063;0.016;0.507
45.800;5.876;15.811;83.303;0.022;0.529
32.000;5.876;15.811;55.249;0.016;0.545
48.000;5.876;15.811;68.063;0.023;0.568
6.200;5.876;28.738;79.722;0.003;0.571
16.000;47.617;15.811;55.249;0.008;0.579
32.000;5.876;15.811;79.722;0.016;0.594
14.800;5.876;7.365;55.249;0.007;0.602
40.000;5.876;9.825;55.249;0.020;0.621
32.000;5.876;15.811;83.303;0.016;0.637
32.000;5.876;15.811;68.063;0.016;0.652
32.000;5.876;15.811;55.249;0.016;0.668
7.200;5.876;37.860;35.238;0.004;0.672
0.600;5.876;99.356;79.722;0.000;0.672
64.000;5.876;15.811;55.249;0.031;0.703
48.000;5.876;15.811;55.249;0.023;0.727
16.000;5.876;15.811;55.249;0.008;0.734
58.200;5.876;15.811;93.602;0.028;0.763
64.000;5.876;15.811;93.602;0.031;0.794
6.800;5.876;6.637;79.722;0.003;0.797
32.000;5.876;15.811;55.249;0.016;0.813
32.000;5.876;15.811;55.249;0.016;0.829
32.000;5.876;15.811;68.063;0.016;0.844
28.800;5.876;28.738;68.063;0.014;0.858
30.000;5.876;9.825;55.249;0.015;0.873
32.000;5.876;15.811;55.249;0.016;0.889
20.000;5.876;9.825;55.249;0.010;0.898
48.000;5.876;15.811;68.063;0.023;0.922
19.600;5.876;15.811;71.040;0.010;0.931
16.000;5.876;15.811;44.383;0.008;0.939
30.000;5.876;9.825;35.238;0.015;0.954
33.000;5.876;32.955;55.249;0.016;0.970
48.000;5.876;15.811;55.249;0.023;0.993
13.600;5.876;6.637;79.722;0.007;1.000
Nilai fitness terbaik = 64.00017
Total fitness =  2048.003

Generasi 11
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
10.800;5.876;10.626;83.303;0.005;0.005
32.000;5.876;15.811;55.249;0.016;0.021
1.800;5.876;15.811;55.249;0.001;0.022
62.200;5.876;15.811;79.722;0.031;0.052
32.000;5.876;15.811;55.249;0.016;0.068
16.200;5.876;16.044;44.383;0.008;0.076
16.000;5.876;15.811;68.063;0.008;0.084
16.000;5.876;15.811;68.063;0.008;0.092
20.400;5.876;6.649;55.249;0.010;0.102
32.000;5.876;15.811;48.794;0.016;0.118
48.000;5.876;15.811;83.303;0.024;0.141
32.000;5.876;15.811;55.249;0.016;0.157
32.000;5.876;15.811;79.722;0.016;0.173
32.000;5.876;15.811;55.249;0.016;0.188
48.000;5.876;15.811;83.303;0.024;0.212
32.000;5.876;15.811;68.063;0.016;0.228
83.000;5.876;15.811;79.722;0.041;0.268
16.000;40.277;15.811;55.249;0.008;0.276
32.000;5.876;15.811;55.249;0.016;0.292
32.000;5.876;15.811;68.063;0.016;0.308
48.000;5.876;15.811;55.249;0.024;0.331
30.000;5.876;9.825;55.249;0.015;0.346
63.000;5.876;21.384;68.063;0.031;0.377
40.800;5.876;6.637;55.249;0.020;0.397
17.800;5.876;15.811;55.249;0.009;0.406
23.600;5.876;21.384;68.063;0.012;0.417
52.800;5.876;15.811;68.063;0.026;0.443
48.000;5.876;15.811;79.722;0.024;0.467
32.000;5.876;15.811;55.249;0.016;0.483
23.800;5.876;23.760;55.249;0.012;0.494
50.000;5.876;9.825;55.249;0.025;0.519
51.200;5.876;15.811;55.249;0.025;0.544
48.000;5.876;15.811;55.249;0.024;0.567
43.600;5.876;9.825;84.140;0.021;0.589
64.000;5.876;15.811;93.602;0.031;0.620
30.600;5.876;9.825;55.249;0.015;0.635
48.000;5.876;15.811;79.722;0.024;0.659
28.800;5.876;28.738;79.722;0.014;0.673
32.000;5.876;15.811;55.249;0.016;0.689
48.000;5.876;15.811;55.249;0.024;0.712
16.000;55.415;15.811;79.722;0.008;0.720
32.000;5.876;15.811;39.796;0.016;0.736
32.000;5.876;15.811;55.249;0.016;0.752
48.000;5.876;15.811;83.303;0.024;0.775
32.000;5.876;15.811;68.063;0.016;0.791
26.800;5.876;15.811;55.249;0.013;0.804
32.000;5.876;15.811;68.063;0.016;0.820
32.000;5.876;15.811;44.383;0.016;0.836
16.000;5.876;15.811;55.249;0.008;0.843
32.000;5.876;15.811;68.063;0.016;0.859
32.000;5.876;15.811;55.249;0.016;0.875
42.000;5.876;41.894;71.040;0.021;0.895
16.000;5.876;15.811;55.249;0.008;0.903
80.000;5.876;15.811;83.303;0.039;0.943
16.000;5.876;15.811;83.303;0.008;0.950
6.800;5.876;15.811;30.581;0.003;0.954
16.000;5.876;15.811;55.249;0.008;0.962
30.000;5.876;9.825;55.249;0.015;0.976
48.000;5.876;15.811;68.092;0.024;1.000
Nilai fitness terbaik = 82.99988
Total fitness =  2036.003

Generasi 12
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
16.000;5.876;15.811;55.249;0.012;0.012
16.000;5.876;15.811;79.722;0.012;0.025
16.000;5.876;15.811;55.249;0.012;0.037
20.400;5.876;6.649;55.249;0.016;0.053
16.000;5.876;15.811;71.040;0.012;0.066
48.000;5.876;15.811;79.722;0.037;0.103
23.800;5.876;23.760;55.249;0.018;0.121
48.000;5.876;15.811;79.722;0.037;0.158
32.000;5.876;15.811;79.722;0.025;0.183
23.800;5.876;23.760;55.249;0.018;0.202
32.000;5.876;15.811;55.249;0.025;0.227
16.000;5.876;15.811;55.249;0.012;0.239
16.000;5.876;15.811;68.063;0.012;0.251
16.000;5.876;15.811;68.063;0.012;0.264
20.000;5.876;9.825;83.303;0.016;0.279
16.000;5.876;15.811;68.063;0.012;0.292
48.000;5.876;15.811;68.063;0.037;0.329
16.000;5.876;15.811;38.018;0.012;0.342
16.000;5.876;15.811;55.249;0.012;0.354
16.000;5.876;15.811;55.249;0.012;0.366
16.000;5.876;15.811;55.249;0.012;0.379
16.000;5.876;15.811;68.063;0.012;0.391
30.000;5.876;9.825;83.303;0.023;0.414
16.000;5.876;15.811;79.722;0.012;0.427
8.400;15.410;41.894;79.722;0.007;0.433
16.000;15.237;15.811;55.249;0.012;0.446
20.000;5.876;9.825;83.303;0.016;0.461
16.000;5.876;15.811;68.063;0.012;0.474
32.000;5.876;15.811;68.063;0.025;0.499
10.000;5.876;9.825;55.249;0.008;0.506
16.000;5.876;15.811;79.722;0.012;0.519
32.000;5.876;15.811;55.249;0.025;0.544
16.000;5.876;15.811;55.249;0.012;0.556
