Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
11.200;5.482;5.427;83.961;0.008;0.209
16.800;3.952;5.427;80.487;0.012;0.221
28.000;3.952;5.427;80.487;0.020;0.241
11.200;5.482;5.427;83.961;0.008;0.249
19.200;5.482;4.789;70.200;0.014;0.262
5.600;3.952;5.427;83.961;0.004;0.266
16.800;5.482;5.427;70.200;0.012;0.278
30.200;3.952;30.024;83.961;0.021;0.299
39.200;3.952;5.427;68.752;0.028;0.327
11.200;3.952;5.427;70.200;0.008;0.335
5.600;76.818;5.427;83.961;0.004;0.339
3.200;3.952;67.644;48.015;0.002;0.341
28.000;3.952;5.427;70.200;0.020;0.361
9.600;3.952;4.789;44.471;0.007;0.367
16.800;3.952;5.427;80.487;0.012;0.379
16.800;3.952;5.427;83.961;0.012;0.391
33.600;3.952;5.427;57.890;0.024;0.415
14.400;5.482;4.789;70.200;0.010;0.425
28.000;3.952;5.427;83.961;0.020;0.444
5.600;3.952;5.427;48.015;0.004;0.448
4.800;3.952;4.789;70.200;0.003;0.452
33.600;3.952;5.427;57.890;0.024;0.475
11.200;5.482;5.427;48.015;0.008;0.483
22.400;3.952;5.427;48.015;0.016;0.499
28.000;3.952;5.427;48.015;0.020;0.519
9.600;3.952;4.789;93.922;0.007;0.526
20.800;5.482;20.711;25.906;0.015;0.540
5.600;3.952;5.427;80.487;0.004;0.544
30.200;3.952;30.024;74.355;0.021;0.565
22.400;3.952;5.427;83.961;0.016;0.581
17.600;5.482;17.434;48.015;0.012;0.594
5.600;5.482;5.427;83.961;0.004;0.598
19.200;3.952;4.789;83.961;0.014;0.611
24.600;3.952;5.427;48.015;0.017;0.628
11.200;3.952;5.427;48.015;0.008;0.636
11.200;3.952;5.427;83.961;0.008;0.644
4.800;3.952;4.789;48.015;0.003;0.648
11.200;3.952;5.427;72.011;0.008;0.655
30.200;3.952;30.024;80.487;0.021;0.677
39.200;3.952;5.427;70.200;0.028;0.704
5.600;3.952;5.427;48.015;0.004;0.708
11.200;3.952;5.427;83.961;0.008;0.716
30.200;3.952;30.024;80.487;0.021;0.737
11.200;5.482;5.427;57.890;0.008;0.745
11.200;5.482;5.427;48.015;0.008;0.753
5.600;3.952;5.427;80.487;0.004;0.757
11.200;5.482;5.427;83.961;0.008;0.765
5.600;3.952;5.427;80.487;0.004;0.769
6.800;3.952;6.780;80.487;0.005;0.774
14.400;5.482;4.789;70.200;0.010;0.784
33.600;3.952;5.427;83.961;0.024;0.807
5.600;3.952;5.427;48.520;0.004;0.811
5.600;3.952;5.427;48.015;0.004;0.815
16.800;3.952;5.427;83.961;0.012;0.827
11.200;5.482;5.427;83.961;0.008;0.835
11.200;5.482;5.427;77.720;0.008;0.843
11.200;5.482;5.427;80.487;0.008;0.851
14.400;5.482;4.789;70.200;0.010;0.861
28.000;3.952;5.427;70.200;0.020;0.881
33.600;3.952;5.427;70.200;0.024;0.904
33.600;3.952;5.427;57.890;0.024;0.928
33.600;3.952;5.427;83.961;0.024;0.952
33.600;3.952;5.427;70.200;0.024;0.975
30.200;3.952;30.024;88.460;0.021;0.997
4.800;3.952;4.789;83.961;0.003;1.000
Nilai fitness terbaik = 60.40016
Total fitness =  1420.201

Generasi 7
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
16.800;3.952;5.427;48.520;0.013;0.013
11.200;3.952;5.427;70.200;0.008;0.021
16.800;3.952;5.427;83.961;0.013;0.034
11.200;3.952;5.427;77.720;0.008;0.042
11.200;3.952;5.427;77.720;0.008;0.051
16.800;3.952;5.427;83.961;0.013;0.063
16.800;5.482;5.427;80.487;0.013;0.076
16.800;5.482;5.427;80.487;0.013;0.089
9.600;3.952;4.789;48.015;0.007;0.096
35.200;5.714;17.434;97.418;0.027;0.123
11.200;3.952;5.427;83.961;0.008;0.131
16.800;3.952;5.427;48.015;0.013;0.144
22.400;3.952;5.427;83.961;0.017;0.161
16.800;3.952;5.427;57.890;0.013;0.173
16.800;3.952;5.427;83.961;0.013;0.186
4.800;24.872;4.789;70.200;0.004;0.190
5.600;3.952;5.427;74.355;0.004;0.194
4.800;5.482;4.789;70.200;0.004;0.197
33.600;3.952;5.427;48.015;0.025;0.223
11.200;5.482;5.427;88.460;0.008;0.231
19.200;5.482;4.789;70.200;0.014;0.246
30.200;3.952;30.024;41.890;0.023;0.268
30.200;3.952;30.024;80.487;0.023;0.291
22.400;3.952;5.427;70.200;0.017;0.308
5.600;3.952;5.427;83.961;0.004;0.312
22.400;3.952;5.427;99.474;0.017;0.329
33.600;3.952;5.427;74.355;0.025;0.355
5.600;5.482;5.427;88.460;0.004;0.359
14.400;5.482;4.789;83.961;0.011;0.370
22.400;3.952;5.427;83.961;0.017;0.387
31.600;3.952;31.506;70.200;0.024;0.411
5.600;3.952;5.427;68.752;0.004;0.415
30.200;3.952;30.024;48.015;0.023;0.438
11.200;5.482;5.427;80.487;0.008;0.446
11.200;3.952;5.427;83.961;0.008;0.454
5.600;33.719;5.427;80.487;0.004;0.459
19.200;5.482;4.789;80.487;0.014;0.473
28.000;3.952;5.427;77.720;0.021;0.494
11.200;3.952;5.427;83.961;0.008;0.503
11.200;5.482;5.427;83.961;0.008;0.511
28.000;3.952;5.427;83.961;0.021;0.532
22.400;3.952;5.427;70.200;0.017;0.549
5.600;3.952;5.427;70.200;0.004;0.553
16.800;3.952;5.427;48.015;0.013;0.566
16.800;5.482;5.427;70.200;0.013;0.579
22.400;3.952;5.427;48.015;0.017;0.596
4.800;3.952;4.789;48.015;0.004;0.599
11.200;5.482;5.427;83.961;0.008;0.608
30.200;3.952;30.024;80.487;0.023;0.631
11.200;3.952;5.427;83.961;0.008;0.639
16.800;3.952;5.427;83.961;0.013;0.652
17.600;3.952;17.434;97.418;0.013;0.665
16.800;3.952;5.427;70.200;0.013;0.678
16.800;3.952;5.427;70.200;0.013;0.690
16.800;3.952;5.427;83.961;0.013;0.703
20.800;5.482;20.711;70.200;0.016;0.719
5.600;5.482;5.427;80.487;0.004;0.723
16.800;5.482;5.427;80.487;0.013;0.736
5.600;5.482;5.427;25.906;0.004;0.740
22.400;3.952;5.427;83.961;0.017;0.757
5.600;3.952;5.427;68.752;0.004;0.761
11.200;3.952;5.427;83.961;0.008;0.769
16.800;3.952;5.427;80.487;0.013;0.782
11.200;5.482;5.427;80.487;0.008;0.791
22.400;5.482;5.427;70.200;0.017;0.807
5.600;3.952;5.427;57.890;0.004;0.812
16.800;5.482;5.427;70.200;0.013;0.824
5.600;3.952;5.427;83.961;0.004;0.829
11.200;3.952;5.427;48.015;0.008;0.837
28.800;3.952;5.427;80.487;0.022;0.859
22.400;3.952;5.427;83.961;0.017;0.876
11.200;3.952;5.427;68.752;0.008;0.884
33.600;3.952;5.427;48.015;0.025;0.909
11.200;3.952;5.427;70.200;0.008;0.918
11.200;3.952;5.427;70.200;0.008;0.926
16.800;3.952;5.427;48.520;0.013;0.939
16.800;3.952;5.427;77.720;0.013;0.952
22.400;3.952;5.427;80.487;0.017;0.969
19.200;3.952;4.789;48.015;0.014;0.983
11.200;5.482;5.427;11.644;0.008;0.992
11.200;3.952;5.427;70.200;0.008;1.000
Nilai fitness terbaik = 35.20006
Total fitness =  1325.2

Generasi 8
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
16.800;3.952;5.427;80.487;0.012;0.012
5.600;80.090;5.427;80.487;0.004;0.016
28.000;3.952;5.427;48.015;0.020;0.035
11.200;5.714;5.427;48.015;0.008;0.043
16.800;3.952;5.427;77.720;0.012;0.055
16.800;5.482;5.427;70.200;0.012;0.067
11.200;3.952;5.427;77.720;0.008;0.074
22.400;3.952;5.427;97.418;0.016;0.090
52.800;3.952;17.434;48.015;0.037;0.127
11.200;5.482;5.427;48.015;0.008;0.135
9.600;5.482;4.789;48.015;0.007;0.142
14.400;5.482;4.789;83.961;0.010;0.152
16.800;3.952;5.427;80.487;0.012;0.163
22.400;3.952;5.427;80.487;0.016;0.179
16.800;3.952;5.427;48.520;0.012;0.191
28.000;3.952;5.427;77.720;0.020;0.210
16.800;5.714;5.427;48.015;0.012;0.222
11.200;8.089;5.427;83.961;0.008;0.230
16.800;5.482;5.427;80.487;0.012;0.242
11.200;3.952;5.427;70.200;0.008;0.250
5.600;3.952;5.427;48.015;0.004;0.254
28.000;3.952;5.427;83.961;0.020;0.273
16.800;3.952;5.427;70.200;0.012;0.285
39.200;3.952;5.427;77.720;0.027;0.312
5.600;12.102;5.427;83.961;0.004;0.316
28.000;3.952;5.427;70.200;0.020;0.336
16.800;3.952;5.427;70.200;0.012;0.348
30.200;3.952;30.024;70.200;0.021;0.369
30.200;3.952;30.024;99.474;0.021;0.390
17.600;3.952;17.434;28.638;0.012;0.402
16.800;3.952;5.427;41.890;0.012;0.414
16.800;5.714;5.427;61.793;0.012;0.426
5.600;3.952;5.427;11.644;0.004;0.430
20.800;3.952;20.711;70.200;0.015;0.444
11.200;3.952;5.427;83.961;0.008;0.452
16.800;3.952;5.427;80.487;0.012;0.464
28.000;3.952;5.427;57.890;0.020;0.483
11.200;5.482;5.427;70.200;0.008;0.491
5.600;3.952;5.427;83.961;0.004;0.495
11.200;8.026;5.427;70.200;0.008;0.503
0.600;3.952;30.024;74.355;0.000;0.503
28.000;3.952;5.427;57.890;0.020;0.523
22.400;3.952;5.427;70.200;0.016;0.539
33.600;3.952;5.427;80.487;0.024;0.562
24.000;3.952;4.789;70.200;0.017;0.579
16.800;3.952;5.427;41.890;0.012;0.591
9.600;3.952;4.789;70.200;0.007;0.597
11.200;5.482;5.427;48.015;0.008;0.605
16.800;5.482;5.427;70.200;0.012;0.617
16.800;5.482;5.427;70.200;0.012;0.629
25.600;3.952;4.789;70.200;0.018;0.647
35.200;3.952;17.434;48.015;0.025;0.671
11.200;3.952;5.427;77.720;0.008;0.679
14.400;3.952;38.607;70.200;0.010;0.689
9.600;5.813;4.789;70.200;0.007;0.696
16.800;5.482;5.427;70.200;0.012;0.708
41.600;3.952;20.711;70.200;0.029;0.737
24.000;3.952;4.789;80.487;0.017;0.754
30.200;3.952;30.024;70.200;0.021;0.775
11.200;3.952;5.427;70.200;0.008;0.783
4.800;5.482;4.789;13.122;0.003;0.786
16.800;5.482;5.427;97.418;0.012;0.798
5.600;5.482;5.427;83.961;0.004;0.802
28.000;3.952;5.427;80.487;0.020;0.821
30.200;3.952;30.024;99.474;0.021;0.842
24.000;3.952;4.789;70.200;0.017;0.859
11.200;5.482;5.427;70.200;0.008;0.867
30.200;3.952;30.024;99.474;0.021;0.888
16.800;3.952;5.427;48.015;0.012;0.900
28.000;3.952;5.427;83.961;0.020;0.919
5.600;5.482;5.427;48.015;0.004;0.923
22.400;3.952;5.427;83.961;0.016;0.939
16.800;5.482;5.427;80.487;0.012;0.951
22.400;3.952;5.427;70.200;0.016;0.966
11.200;3.952;5.427;70.200;0.008;0.974
14.400;3.952;4.789;83.961;0.010;0.984
22.400;3.952;5.427;83.961;0.016;1.000
Nilai fitness terbaik = 52.80013
Total fitness =  1429.201

Generasi 9
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
16.800;3.952;5.427;99.474;0.011;0.011
1.000;3.952;31.727;70.200;0.001;0.012
5.600;5.813;5.427;80.487;0.004;0.016
14.400;3.952;4.789;70.200;0.010;0.025
28.000;3.952;5.427;70.200;0.019;0.044
11.200;5.482;5.427;48.015;0.007;0.051
11.200;5.482;5.427;48.520;0.007;0.059
14.400;5.482;4.789;83.961;0.010;0.068
11.200;5.714;5.427;70.200;0.007;0.076
22.400;3.952;5.427;70.200;0.015;0.091
20.800;3.952;20.711;70.200;0.014;0.105
22.400;3.952;5.427;80.487;0.015;0.119
16.800;5.482;5.427;70.200;0.011;0.131
28.000;3.952;5.427;77.720;0.019;0.149
11.200;3.952;5.427;70.200;0.007;0.157
22.400;3.952;5.427;41.890;0.015;0.172
30.200;3.952;30.024;28.638;0.020;0.192
33.600;3.952;5.427;70.200;0.022;0.214
52.800;3.952;17.434;80.487;0.035;0.249
16.800;3.952;5.427;83.961;0.011;0.261
44.800;3.952;5.427;48.015;0.030;0.290
16.800;5.482;5.427;80.487;0.011;0.302
11.200;3.952;5.427;83.961;0.007;0.309
28.800;3.952;4.789;77.720;0.019;0.328
30.200;3.952;30.024;77.720;0.020;0.348
6.600;5.482;6.452;70.200;0.004;0.353
11.200;3.952;5.427;77.720;0.007;0.360
16.800;3.952;5.427;70.200;0.011;0.371
11.200;5.482;5.427;47.639;0.007;0.379
5.600;5.482;5.427;48.015;0.004;0.383
16.800;3.952;5.427;99.474;0.011;0.394
33.600;3.952;5.427;77.720;0.022;0.416
28.000;3.952;5.427;80.487;0.019;0.435
11.200;3.952;5.427;80.487;0.007;0.442
11.200;5.714;5.427;48.015;0.007;0.450
17.600;3.952;17.434;80.487;0.012;0.461
11.200;5.482;5.427;48.015;0.007;0.469
18.400;3.952;5.427;70.200;0.012;0.481
5.600;8.089;5.427;70.200;0.004;0.485
16.800;3.952;5.427;70.200;0.011;0.496
22.400;3.952;5.427;70.200;0.015;0.511
5.600;12.102;5.427;80.487;0.004;0.515
29.000;3.952;17.434;80.487;0.019;0.534
28.000;3.952;5.427;70.200;0.019;0.553
16.800;5.482;5.427;80.487;0.011;0.564
5.600;3.952;5.427;70.200;0.004;0.568
22.400;3.952;5.427;77.720;0.015;0.583
11.200;3.952;5.427;83.961;0.007;0.590
5.600;3.952;5.427;83.961;0.004;0.594
22.400;3.952;5.427;70.200;0.015;0.609
11.200;3.952;5.427;77.720;0.007;0.616
52.800;3.952;17.434;80.487;0.035;0.651
38.000;3.952;7.544;83.961;0.025;0.677
5.600;5.482;5.427;48.520;0.004;0.680
9.600;5.482;4.789;57.890;0.006;0.687
19.400;3.952;19.343;57.890;0.013;0.700
16.800;3.952;5.427;70.200;0.011;0.711
16.800;5.482;5.427;80.487;0.011;0.722
28.000;3.952;5.427;83.961;0.019;0.741
16.800;3.952;5.427;83.961;0.011;0.752
30.200;3.952;30.057;70.200;0.020;0.772
16.800;3.952;5.427;70.200;0.011;0.783
22.400;3.952;5.427;70.200;0.015;0.798
17.600;3.952;17.434;70.200;0.012;0.810
