Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
7.200;44.688;7.130;80.821;0.007;0.793
15.000;4.532;2.881;80.821;0.015;0.808
7.200;44.688;7.130;87.804;0.007;0.816
3.000;44.688;2.881;58.845;0.003;0.819
6.000;4.532;2.881;80.821;0.006;0.825
3.000;44.688;2.881;58.845;0.003;0.828
3.000;52.180;2.881;58.845;0.003;0.831
14.400;8.329;7.130;95.529;0.015;0.846
7.200;8.329;7.130;95.529;0.007;0.853
21.600;4.532;7.130;95.529;0.022;0.875
5.200;44.688;15.342;95.529;0.005;0.880
56.000;4.532;55.882;95.529;0.057;0.937
62.200;4.532;15.342;95.529;0.063;1.000
Nilai fitness terbaik = 68.2001
Total fitness =  985.2014

Generasi 4
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
18.000;4.532;2.881;95.529;0.010;0.010
7.200;44.688;7.130;95.529;0.004;0.014
46.200;4.532;15.342;80.821;0.026;0.041
7.200;8.329;7.130;58.845;0.004;0.045
28.800;4.532;7.130;95.529;0.016;0.061
21.000;4.532;2.881;95.529;0.012;0.073
56.000;8.329;55.882;80.821;0.032;0.105
13.200;4.532;2.137;95.529;0.008;0.113
57.600;4.532;7.130;95.529;0.033;0.146
43.200;4.532;7.130;43.513;0.025;0.170
7.200;44.688;7.130;95.529;0.004;0.174
36.000;4.532;7.130;95.529;0.021;0.195
61.600;4.532;15.342;95.529;0.035;0.230
7.200;44.688;7.130;95.529;0.004;0.234
61.600;4.532;15.342;95.529;0.035;0.269
46.200;4.532;15.342;95.529;0.026;0.295
50.400;4.532;7.130;43.513;0.029;0.324
18.000;4.532;2.881;95.529;0.010;0.334
14.400;4.532;7.130;95.529;0.008;0.343
28.800;4.532;7.130;95.529;0.016;0.359
15.400;8.329;15.342;95.529;0.009;0.368
24.000;4.532;2.881;95.529;0.014;0.382
9.000;4.532;2.881;80.821;0.005;0.387
61.600;4.532;15.342;95.529;0.035;0.422
21.600;4.532;7.130;43.513;0.012;0.434
46.200;4.532;15.342;80.821;0.026;0.460
24.000;4.532;2.881;65.778;0.014;0.474
14.400;8.329;7.130;95.529;0.008;0.482
61.600;4.532;15.342;95.529;0.035;0.518
43.200;4.532;7.130;95.529;0.025;0.542
61.600;4.532;15.342;95.529;0.035;0.577
15.000;8.220;2.881;95.529;0.009;0.586
7.200;44.688;7.130;82.372;0.004;0.590
36.000;4.532;7.130;95.529;0.021;0.610
32.400;4.532;7.130;95.529;0.018;0.629
21.600;8.329;7.130;95.529;0.012;0.641
14.400;8.329;7.130;95.529;0.008;0.649
36.000;4.532;7.130;43.513;0.021;0.670
15.000;4.532;2.881;95.529;0.009;0.679
27.000;4.532;2.881;95.529;0.015;0.694
30.800;4.532;15.342;95.529;0.018;0.711
43.200;4.532;7.130;95.529;0.025;0.736
28.800;4.532;7.130;95.529;0.016;0.753
21.600;4.532;7.130;89.871;0.012;0.765
61.600;4.532;15.342;95.529;0.035;0.800
43.200;4.532;7.130;95.529;0.025;0.825
28.800;4.532;7.130;87.804;0.016;0.841
15.000;4.532;2.881;95.529;0.009;0.850
21.000;4.532;2.881;95.529;0.012;0.862
61.600;4.532;15.342;95.529;0.035;0.897
54.800;4.532;7.130;95.529;0.031;0.928
6.000;44.688;2.881;49.483;0.003;0.931
5.600;8.329;55.882;95.529;0.003;0.935
61.600;4.532;15.342;95.529;0.035;0.970
10.200;8.329;55.882;80.821;0.006;0.975
14.400;8.329;7.130;58.845;0.008;0.984
7.200;8.329;7.130;58.845;0.004;0.988
14.400;4.532;7.130;95.529;0.008;0.996
7.000;8.329;55.882;77.557;0.004;1.000
Nilai fitness terbaik = 61.60016
Total fitness =  1753.803

Generasi 5
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
15.400;43.295;15.342;95.529;0.007;0.007
36.000;4.532;7.130;95.529;0.017;0.024
14.400;4.532;7.130;80.821;0.007;0.031
77.000;4.532;15.342;95.529;0.037;0.068
32.200;4.532;15.342;87.804;0.015;0.083
12.000;4.532;2.881;95.529;0.006;0.089
28.800;4.532;7.130;95.529;0.014;0.103
3.000;4.532;2.881;43.513;0.001;0.104
14.400;4.532;7.130;65.778;0.007;0.111
13.400;4.532;2.881;95.529;0.006;0.118
7.200;8.329;7.130;77.542;0.003;0.121
28.800;4.532;7.130;95.529;0.014;0.135
6.000;4.532;2.881;95.529;0.003;0.138
46.200;4.532;15.342;95.529;0.022;0.160
56.000;4.532;55.882;95.529;0.027;0.186
7.200;4.532;7.130;43.513;0.003;0.190
21.600;4.532;7.130;95.529;0.010;0.200
15.000;4.532;2.881;95.529;0.007;0.207
30.800;4.532;15.342;95.529;0.015;0.222
15.000;4.532;2.881;95.529;0.007;0.229
28.800;4.532;7.130;95.529;0.014;0.243
43.200;4.532;7.130;95.529;0.021;0.263
46.200;4.532;15.342;95.529;0.022;0.285
21.600;4.532;7.130;95.529;0.010;0.296
77.000;4.532;15.342;80.821;0.037;0.332
15.400;4.532;15.342;95.529;0.007;0.340
28.800;4.532;7.130;95.529;0.014;0.353
15.000;4.532;2.881;43.513;0.007;0.361
43.200;4.532;7.130;95.529;0.021;0.381
61.600;4.532;15.342;95.529;0.029;0.410
15.400;21.864;15.342;95.529;0.007;0.418
7.200;34.247;7.130;95.529;0.003;0.421
14.400;8.329;7.130;89.871;0.007;0.428
28.800;4.532;7.130;95.529;0.014;0.442
7.200;8.110;7.130;95.529;0.003;0.445
7.200;4.532;7.130;95.529;0.003;0.449
28.800;4.532;7.130;95.529;0.014;0.462
28.800;4.532;7.130;95.529;0.014;0.476
46.200;4.532;15.342;95.529;0.022;0.498
11.000;4.532;2.137;95.529;0.005;0.503
30.800;4.532;15.342;28.980;0.015;0.518
15.400;8.329;15.342;58.845;0.007;0.525
28.800;4.532;7.130;95.529;0.014;0.539
7.200;8.329;7.130;89.871;0.003;0.543
36.000;4.532;7.130;95.529;0.017;0.560
28.800;4.532;7.130;95.529;0.014;0.573
7.200;8.329;7.130;95.529;0.003;0.577
36.000;4.532;7.130;58.845;0.017;0.594
5.600;8.329;2.671;58.845;0.003;0.597
21.600;4.532;7.130;95.529;0.010;0.607
43.200;4.532;7.130;95.529;0.021;0.628
6.000;8.329;2.881;95.529;0.003;0.631
7.200;4.532;7.130;95.529;0.003;0.634
41.600;4.532;7.130;95.529;0.020;0.654
7.200;4.532;7.130;95.529;0.003;0.657
15.400;4.532;15.342;87.804;0.007;0.665
61.600;4.532;15.342;87.804;0.029;0.694
15.000;4.532;2.881;95.529;0.007;0.701
28.800;4.532;7.130;65.778;0.014;0.715
15.400;4.532;15.342;95.529;0.007;0.722
30.800;4.532;15.342;80.821;0.015;0.737
46.200;4.532;15.342;95.529;0.022;0.759
30.800;8.329;15.342;95.529;0.015;0.773
30.800;4.532;15.342;95.529;0.015;0.788
36.000;4.532;7.130;43.513;0.017;0.805
12.000;4.532;2.881;95.529;0.006;0.811
21.600;4.532;7.130;43.513;0.010;0.821
43.200;4.532;7.130;95.529;0.021;0.842
28.800;4.532;7.130;95.529;0.014;0.856
14.400;4.532;7.130;95.529;0.007;0.863
15.400;48.329;15.342;80.821;0.007;0.870
36.000;4.532;7.130;65.778;0.017;0.887
29.800;4.532;15.342;95.529;0.014;0.901
31.000;4.532;7.130;95.529;0.015;0.916
6.000;4.532;2.881;95.529;0.003;0.919
12.000;4.532;2.881;95.529;0.006;0.925
61.600;4.532;15.342;95.529;0.029;0.954
14.400;4.532;7.130;95.529;0.007;0.961
36.000;4.532;7.130;95.529;0.017;0.978
46.200;4.532;15.342;80.821;0.022;1.000
Nilai fitness terbaik = 76.99997
Total fitness =  2098.003

