Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
47.000;6.468;9.363;94.778;0.043;0.718
7.000;17.562;25.900;94.778;0.006;0.725
49.200;6.468;49.128;45.941;0.045;0.770
9.400;17.562;9.363;45.941;0.009;0.778
29.800;6.468;25.900;45.941;0.027;0.806
36.800;6.468;9.025;95.417;0.034;0.839
0.600;17.562;9.363;45.941;0.001;0.840
26.000;6.468;25.900;56.845;0.024;0.864
18.000;6.468;9.025;95.417;0.016;0.880
9.200;6.468;9.025;45.941;0.008;0.889
2.200;18.846;2.148;94.778;0.002;0.891
18.400;6.468;9.025;45.941;0.017;0.908
18.800;17.562;9.363;45.941;0.017;0.925
18.400;6.468;9.025;45.941;0.017;0.942
52.000;6.468;25.900;95.417;0.048;0.989
11.600;17.562;25.900;46.736;0.011;1.000
Nilai fitness terbaik = 52.00013
Total fitness =  1091.201

Generasi 4
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
18.400;6.468;9.025;94.778;0.013;0.013
10.400;18.846;10.259;94.778;0.007;0.020
9.200;6.468;9.025;94.778;0.006;0.026
18.400;6.468;9.025;95.417;0.013;0.039
18.400;6.468;9.025;27.470;0.013;0.052
9.400;6.468;9.363;95.417;0.007;0.059
18.800;6.468;9.363;95.417;0.013;0.072
18.400;6.468;9.025;45.941;0.013;0.085
9.400;6.468;9.363;94.778;0.007;0.091
26.000;6.468;25.900;95.417;0.018;0.109
9.200;17.562;9.025;95.417;0.006;0.116
7.400;18.846;25.900;95.417;0.005;0.121
8.800;6.468;25.900;45.941;0.006;0.127
5.600;6.468;25.900;45.941;0.004;0.131
9.200;18.846;9.025;45.941;0.006;0.137
26.000;6.468;25.900;95.417;0.018;0.156
27.600;6.468;9.025;97.233;0.019;0.175
9.200;17.562;9.025;95.417;0.006;0.181
47.000;6.468;9.363;95.417;0.033;0.214
26.000;6.468;25.900;95.417;0.018;0.232
18.400;6.468;9.025;94.778;0.013;0.245
18.400;6.468;9.025;45.941;0.013;0.258
26.000;6.468;25.900;45.941;0.018;0.276
37.600;6.468;9.363;45.941;0.026;0.302
18.800;6.468;9.363;45.941;0.013;0.315
72.800;4.055;10.259;94.778;0.051;0.366
18.800;6.468;9.363;95.417;0.013;0.379
6.200;6.468;25.900;47.604;0.004;0.383
26.000;6.468;25.900;95.417;0.018;0.402
38.200;6.468;25.900;95.417;0.027;0.428
26.000;6.468;25.900;95.417;0.018;0.446
26.000;6.468;25.900;95.417;0.018;0.464
26.000;6.468;25.900;95.417;0.018;0.483
28.200;6.468;9.363;94.778;0.020;0.502
9.200;17.562;9.025;95.417;0.006;0.509
18.800;6.468;9.363;45.941;0.013;0.522
26.000;6.468;25.900;95.417;0.018;0.540
9.200;18.846;9.025;47.630;0.006;0.546
78.000;3.829;25.900;95.417;0.054;0.601
27.600;6.468;9.025;88.323;0.019;0.620
28.200;6.468;9.363;95.417;0.020;0.640
9.200;17.562;9.025;95.417;0.006;0.646
26.000;6.468;25.900;95.417;0.018;0.664
35.800;6.468;35.727;95.417;0.025;0.689
0.200;18.846;25.900;56.845;0.000;0.689
21.800;6.468;9.025;45.941;0.015;0.704
52.000;6.468;25.900;95.417;0.036;0.741
9.200;18.846;9.025;43.826;0.006;0.747
26.000;18.846;25.900;56.845;0.018;0.765
18.400;6.468;9.025;45.941;0.013;0.778
1.800;18.846;9.025;45.941;0.001;0.779
5.000;6.468;25.900;45.941;0.003;0.783
18.400;6.468;9.025;94.778;0.013;0.796
26.000;6.468;25.900;95.417;0.018;0.814
26.000;6.468;25.900;95.417;0.018;0.832
6.800;6.468;25.900;45.941;0.005;0.837
26.000;6.468;25.900;95.417;0.018;0.855
20.800;6.468;9.025;45.941;0.015;0.869
27.600;6.468;9.025;45.941;0.019;0.889
18.400;6.468;9.025;45.941;0.013;0.901
29.200;6.468;25.900;47.604;0.020;0.922
34.200;6.468;9.025;45.941;0.024;0.946
52.000;6.468;25.900;45.941;0.036;0.982
26.000;6.468;25.900;95.417;0.018;1.000
Nilai fitness terbaik = 77.99995
Total fitness =  1434.001

Generasi 5
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
18.400;6.468;9.025;27.470;0.014;0.014
26.000;6.468;25.900;47.604;0.020;0.034
9.400;18.846;9.363;99.203;0.007;0.041
20.800;6.468;10.259;45.941;0.016;0.057
26.000;6.468;25.900;43.826;0.020;0.077
28.200;6.468;9.363;95.417;0.022;0.098
36.600;6.468;25.900;43.826;0.028;0.126
18.400;6.468;9.025;47.604;0.014;0.140
20.800;6.468;10.259;45.941;0.016;0.156
18.400;6.468;9.025;94.778;0.014;0.170
28.200;6.468;9.363;94.778;0.022;0.192
9.200;6.468;9.025;45.941;0.007;0.199
104.000;4.055;25.900;95.417;0.079;0.278
28.200;6.468;9.363;95.417;0.022;0.300
7.000;6.468;25.900;45.941;0.005;0.305
28.200;6.468;9.363;94.778;0.022;0.327
17.800;6.468;9.025;95.417;0.014;0.340
9.400;6.468;9.363;95.417;0.007;0.347
18.400;6.468;9.025;95.417;0.014;0.361
18.400;6.468;9.025;27.470;0.014;0.375
63.200;4.055;25.900;95.417;0.048;0.424
5.800;6.468;25.900;45.941;0.004;0.428
16.800;6.468;9.025;95.417;0.013;0.441
9.400;6.468;9.363;95.417;0.007;0.448
18.400;6.468;9.025;45.941;0.014;0.462
28.200;6.468;9.363;95.417;0.022;0.484
35.800;6.468;25.900;94.778;0.027;0.511
18.400;6.468;9.025;45.941;0.014;0.525
26.000;6.468;25.900;95.417;0.020;0.545
27.600;6.468;9.025;95.417;0.021;0.566
9.200;17.562;9.025;45.941;0.007;0.573
9.200;6.468;9.025;47.604;0.007;0.580
78.000;4.055;25.900;95.417;0.060;0.639
18.400;6.468;9.025;71.103;0.014;0.653
9.200;18.846;9.025;95.417;0.007;0.661
71.800;3.829;9.025;45.941;0.055;0.715
26.000;6.468;25.900;94.778;0.020;0.735
36.800;3.829;9.025;45.941;0.028;0.763
6.400;6.468;9.025;94.778;0.005;0.768
9.200;6.468;9.025;95.417;0.007;0.775
26.000;4.055;25.900;95.417;0.020;0.795
27.600;6.468;9.025;37.087;0.021;0.816
28.200;6.468;9.363;95.417;0.022;0.838
27.600;6.468;9.025;47.604;0.021;0.859
18.800;6.468;9.363;56.845;0.014;0.873
26.000;6.468;25.900;94.778;0.020;0.893
25.200;6.468;12.450;45.941;0.019;0.912
3.600;95.587;9.025;95.417;0.003;0.915
31.200;6.468;10.259;95.417;0.024;0.939
28.200;6.468;9.363;95.417;0.022;0.960
27.600;6.468;9.025;95.417;0.021;0.981
24.600;6.468;9.025;45.941;0.019;1.000
Nilai fitness terbaik = 103.9996
Total fitness =  1310.2

Generasi 6
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
18.400;6.468;9.025;95.417;0.012;0.012
18.400;6.468;9.025;95.417;0.012;0.024
18.400;6.468;9.025;37.087;0.012;0.036
14.000;6.468;2.725;94.778;0.009;0.045
18.400;6.468;9.025;95.417;0.012;0.057
26.000;6.468;25.900;95.417;0.017;0.074
26.000;4.055;25.900;43.826;0.017;0.091
52.000;6.468;25.900;95.417;0.034;0.125
21.600;6.468;10.715;47.604;0.014;0.139
9.400;6.468;9.363;43.826;0.006;0.145
26.000;6.468;25.900;95.417;0.017;0.162
9.400;6.468;9.363;95.417;0.006;0.168
19.400;6.468;10.259;94.778;0.013;0.180
52.000;6.468;25.900;95.417;0.034;0.214
47.000;3.829;9.363;95.417;0.031;0.245
18.400;6.468;9.025;45.941;0.012;0.257
6.800;6.468;57.663;94.778;0.004;0.261
9.400;6.468;9.363;33.458;0.006;0.267
26.000;6.468;25.900;95.417;0.017;0.284
28.800;6.468;25.900;94.778;0.019;0.303
25.800;6.468;25.733;47.604;0.017;0.320
25.200;6.468;12.450;45.941;0.016;0.336
37.600;3.829;9.363;95.417;0.024;0.360
26.000;6.468;25.900;45.941;0.017;0.377
20.600;6.468;10.259;94.778;0.013;0.391
18.400;6.468;9.025;47.604;0.012;0.403
26.000;6.468;25.900;95.417;0.017;0.420
37.600;6.468;9.363;95.417;0.024;0.444
10.600;6.468;9.363;95.417;0.007;0.451
52.000;3.829;25.900;71.103;0.034;0.485
26.000;6.468;25.900;95.417;0.017;0.502
26.000;6.468;9.025;95.417;0.017;0.519
18.800;6.468;9.363;47.604;0.012;0.531
18.800;6.468;9.363;47.604;0.012;0.543
9.200;4.055;9.025;19.188;0.006;0.549
20.800;6.468;10.259;94.778;0.014;0.562
18.400;6.468;9.025;95.417;0.012;0.574
9.200;6.468;9.025;45.941;0.006;0.580
28.200;6.468;9.363;94.778;0.018;0.599
18.400;6.468;9.025;95.417;0.012;0.611
16.600;6.468;9.025;95.417;0.011;0.622
18.400;6.468;9.025;99.203;0.012;0.633
18.800;6.468;9.363;94.778;0.012;0.646
7.400;18.846;36.308;95.417;0.005;0.651
9.400;6.468;9.363;27.470;0.006;0.657
18.800;6.468;9.363;63.437;0.012;0.669
18.400;6.468;9.025;99.203;0.012;0.681
26.000;6.468;25.900;45.941;0.017;0.698
18.400;6.468;9.025;47.604;0.012;0.710
9.200;6.468;9.025;47.604;0.006;0.716
26.000;4.055;25.900;56.845;0.017;0.733
46.000;4.055;9.025;94.778;0.030;0.762
18.400;6.468;9.025;95.417;0.012;0.774
12.600;6.468;12.450;45.941;0.008;0.783
26.000;6.468;25.900;95.417;0.017;0.800
10.400;6.468;10.259;94.778;0.007;0.806
6.200;13.977;9.025;45.941;0.004;0.810
9.200;6.468;9.025;95.417;0.006;0.816
9.400;6.468;9.363;17.516;0.006;0.822
27.600;6.468;9.025;65.867;0.018;0.840
26.000;3.829;25.900;71.103;0.017;0.857
18.800;6.468;9.363;95.417;0.012;0.869
18.800;6.468;9.363;95.417;0.012;0.882
20.400;6.468;10.259;94.778;0.013;0.895
25.200;6.468;12.450;67.450;0.016;0.911
10.800;6.468;25.900;45.941;0.007;0.918
26.000;4.055;25.900;56.845;0.017;0.935
18.400;6.468;9.025;99.203;0.012;0.947
27.600;6.468;9.025;45.941;0.018;0.965
9.200;6.468;9.025;45.941;0.006;0.971
26.000;4.055;25.900;56.845;0.017;0.988
18.400;6.468;9.025;95.417;0.012;1.000
Nilai fitness terbaik = 52.00013
Total fitness =  1538.201

Generasi 7
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
6.800;6.468;25.733;45.941;0.004;0.004
22.800;6.468;12.450;27.470;0.012;0.016
6.200;6.468;25.900;45.941;0.003;0.019
26.000;6.468;25.900;56.845;0.014;0.032
26.000;6.468;25.900;56.845;0.014;0.046
55.200;3.829;9.025;94.778;0.029;0.075
18.400;6.468;9.025;95.417;0.010;0.085
9.200;6.468;9.025;45.941;0.005;0.090
9.200;6.468;9.025;94.778;0.005;0.094
26.000;4.055;25.900;95.417;0.014;0.108
28.200;6.468;9.363;95.417;0.015;0.123
78.000;4.055;25.900;95.417;0.041;0.164
37.800;3.829;12.450;95.417;0.020;0.184
25.200;6.468;12.450;27.470;0.013;0.197
31.200;6.468;10.259;67.450;0.016;0.213
26.000;6.468;25.900;94.778;0.014;0.227
18.800;6.468;9.363;95.417;0.010;0.237
9.200;6.468;9.025;95.417;0.005;0.242
18.400;6.468;9.025;43.826;0.010;0.251
28.200;6.468;9.363;99.203;0.015;0.266
9.200;6.468;9.025;99.203;0.005;0.271
18.400;6.468;9.025;45.941;0.010;0.281
18.800;6.468;9.363;95.417;0.010;0.290
10.600;6.468;25.900;45.941;0.006;0.296
18.400;6.468;9.025;95.417;0.010;0.306
26.000;6.468;25.900;94.778;0.014;0.319
27.600;6.468;9.025;45.941;0.014;0.334
37.800;3.829;12.450;95.417;0.020;0.354
26.000;6.468;25.900;45.941;0.014;0.367
18.400;6.468;9.025;95.417;0.010;0.377
18.800;6.468;9.363;99.203;0.010;0.387
18.400;6.468;9.025;94.778;0.010;0.396
18.400;6.468;9.025;43.826;0.010;0.406
26.000;6.468;25.900;95.417;0.014;0.420
28.200;6.468;9.363;95.417;0.015;0.435
26.000;6.468;25.900;45.941;0.014;0.448
27.600;6.468;9.025;43.826;0.014;0.463
9.200;6.468;9.025;47.604;0.005;0.468
37.600;4.055;9.363;45.941;0.020;0.487
25.200;6.468;12.450;45.941;0.013;0.500
18.400;6.468;9.025;94.778;0.010;0.510
26.000;6.468;25.900;56.845;0.014;0.524
27.600;6.468;9.025;95.417;0.014;0.538
78.000;4.055;25.900;95.417;0.041;0.579
36.800;6.468;9.025;57.411;0.019;0.599
26.000;6.468;25.900;95.350;0.014;0.612
52.000;6.468;25.900;71.103;0.027;0.639
18.800;6.468;9.363;95.417;0.010;0.649
24.600;6.468;9.363;95.417;0.013;0.662
26.000;6.468;25.900;95.417;0.014;0.676
73.600;3.829;9.025;47.604;0.039;0.715
7.600;6.468;25.733;45.941;0.004;0.719
56.400;4.055;9.363;45.941;0.030;0.748
26.000;6.468;25.900;45.941;0.014;0.762
6.200;6.468;9.363;13.474;0.003;0.765
54.000;4.055;10.715;47.604;0.028;0.793
6.200;6.468;57.663;95.417;0.003;0.797
26.000;6.468;25.900;94.778;0.014;0.810
26.000;6.468;25.900;45.941;0.014;0.824
27.600;6.468;9.025;95.417;0.014;0.838
52.000;3.829;25.900;95.417;0.027;0.866
46.800;3.829;9.025;94.778;0.025;0.890
12.800;6.468;10.259;94.778;0.007;0.897
26.000;6.468;25.900;56.845;0.014;0.911
26.800;6.468;9.025;43.826;0.014;0.925
9.200;6.468;9.025;43.826;0.005;0.930
88.200;3.829;12.450;95.417;0.046;0.976
9.200;6.468;9.025;94.778;0.005;0.981
18.400;6.468;9.025;47.604;0.010;0.990
18.400;6.468;9.025;71.103;0.010;1.000
Nilai fitness terbaik = 88.1998
Total fitness =  1905.001

Generasi 8
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
32.000;6.468;41.327;47.604;0.015;0.015
18.400;6.468;9.025;94.778;0.009;0.024
21.600;6.468;10.715;95.417;0.010;0.035
9.200;6.468;9.025;94.778;0.004;0.039
26.000;6.468;25.900;94.778;0.013;0.052
28.200;6.468;9.363;99.203;0.014;0.065
27.600;6.468;9.025;99.203;0.013;0.078
18.800;6.468;9.363;95.417;0.009;0.087
37.800;6.468;12.450;95.417;0.018;0.106
52.000;3.829;25.900;99.203;0.025;0.131
5.800;6.468;25.900;95.417;0.003;0.133
52.000;6.468;25.900;95.417;0.025;0.158
23.000;6.468;12.450;45.941;0.011;0.169
9.400;6.468;9.363;47.604;0.005;0.174
18.400;6.468;9.025;45.941;0.009;0.183
36.800;4.055;9.025;27.470;0.018;0.201
18.400;6.468;9.025;43.826;0.009;0.209
26.000;3.829;25.900;94.778;0.013;0.222
52.000;6.468;25.900;94.778;0.025;0.247
26.000;6.468;25.900;45.941;0.013;0.259
27.600;6.468;9.025;47.604;0.013;0.273
9.400;6.468;9.363;47.604;0.005;0.277
31.200;6.468;24.137;94.778;0.015;0.292
25.200;6.468;12.450;95.417;0.012;0.304
27.600;6.468;9.025;94.778;0.013;0.318
27.600;4.055;25.900;56.845;0.013;0.331
26.000;6.468;25.900;95.417;0.013;0.343
18.400;6.468;9.025;95.417;0.009;0.352
36.800;6.468;9.025;95.417;0.018;0.370
36.800;6.468;9.025;94.778;0.018;0.388
27.600;3.829;9.025;95.417;0.013;0.401
10.400;6.468;10.259;71.103;0.005;0.406
27.600;6.468;9.025;81.802;0.013;0.419
18.400;6.468;9.025;56.845;0.009;0.428
27.600;6.468;9.025;95.417;0.013;0.441
73.600;3.829;9.025;95.417;0.035;0.477
9.400;6.468;9.363;45.941;0.005;0.481
36.800;6.468;9.025;95.417;0.018;0.499
27.600;6.468;9.025;45.941;0.013;0.512
11.000;6.468;25.900;89.468;0.005;0.517
27.600;3.829;9.025;95.417;0.013;0.531
18.800;6.468;9.363;47.604;0.009;0.540
65.200;4.055;18.795;94.778;0.031;0.571
52.000;3.829;25.900;94.778;0.025;0.596
25.600;6.468;9.025;95.417;0.012;0.608
26.000;6.468;25.900;94.778;0.013;0.621
14.400;6.468;25.900;45.941;0.007;0.628
100.800;3.829;12.450;95.417;0.048;0.676
26.000;6.468;25.900;95.417;0.013;0.689
26.000;6.468;25.900;94.778;0.013;0.701
26.000;6.468;25.900;95.417;0.013;0.714
18.400;6.468;9.025;95.417;0.009;0.723
26.000;6.468;25.900;95.417;0.013;0.735
18.400;6.468;9.025;95.417;0.009;0.744
52.000;3.829;25.900;94.778;0.025;0.769
46.000;4.055;9.025;95.417;0.022;0.791
29.200;6.468;10.715;95.417;0.014;0.805
26.000;6.468;25.900;95.350;0.013;0.818
18.400;6.468;9.025;95.417;0.009;0.827
26.000;6.468;25.900;56.845;0.013;0.839
18.800;6.468;9.363;47.604;0.009;0.848
36.800;6.468;9.025;45.941;0.018;0.866
27.600;4.055;9.025;27.470;0.013;0.879
64.400;3.829;9.025;95.417;0.031;0.910
10.400;6.468;10.259;71.103;0.005;0.915
37.600;6.468;9.363;95.417;0.018;0.933
35.800;6.468;12.450;95.417;0.017;0.950
9.200;6.468;9.025;95.417;0.004;0.955
52.000;3.829;25.900;94.778;0.025;0.980
42.200;6.468;10.259;71.103;0.020;1.000
Nilai fitness terbaik = 100.7996
Total fitness =  2079.602

Generasi 9
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
36.800;3.829;9.025;56.148;0.018;0.018
18.400;6.468;9.025;43.826;0.009;0.028
25.200;6.468;12.450;95.417;0.013;0.040
27.600;6.468;9.025;95.417;0.014;0.054
31.200;6.468;10.259;35.479;0.016;0.070
7.600;6.468;25.900;71.103;0.004;0.073
52.000;4.055;25.900;99.203;0.026;0.099
18.400;6.468;9.025;95.417;0.009;0.109
9.200;4.055;9.025;94.778;0.005;0.113
56.400;4.055;9.363;45.941;0.028;0.141
20.800;6.468;10.259;95.417;0.010;0.152
26.000;6.468;25.900;95.417;0.013;0.165
26.000;6.468;25.900;45.941;0.013;0.178
9.400;6.468;9.363;94.778;0.005;0.183
72.600;3.829;24.137;99.203;0.036;0.219
52.000;4.055;25.900;99.203;0.026;0.245
9.200;6.468;9.025;86.521;0.005;0.249
20.800;6.468;10.259;95.417;0.010;0.260
47.000;3.829;9.363;95.417;0.024;0.283
36.800;3.829;9.025;71.103;0.018;0.302
18.400;6.468;9.025;95.417;0.009;0.311
9.200;6.468;9.025;95.417;0.005;0.316
26.000;6.468;25.900;95.417;0.013;0.329
47.000;3.829;9.363;94.778;0.024;0.352
10.400;6.468;2.563;45.941;0.005;0.357
48.400;6.468;48.303;95.417;0.024;0.381
9.400;6.468;9.363;56.845;0.005;0.386
52.000;6.468;25.900;95.417;0.026;0.412
18.800;6.468;9.363;94.778;0.009;0.422
18.400;6.468;9.025;47.604;0.009;0.431
37.800;6.468;12.450;45.941;0.019;0.450
55.200;3.829;9.025;94.778;0.028;0.477
28.200;6.468;9.363;95.417;0.014;0.491
37.600;4.055;9.363;45.941;0.019;0.510
18.800;3.829;9.363;94.778;0.009;0.520
37.600;3.829;9.363;94.778;0.019;0.538
9.200;6.468;9.025;31.213;0.005;0.543
27.600;6.468;9.025;95.417;0.014;0.557
18.400;6.468;9.025;45.941;0.009;0.566
18.400;6.468;9.025;95.417;0.009;0.575
21.600;6.468;10.715;94.778;0.011;0.586
27.600;6.468;9.025;95.417;0.014;0.600
9.200;6.468;9.025;47.604;0.005;0.604
26.000;6.468;25.900;94.778;0.013;0.617
18.400;6.468;9.025;95.417;0.009;0.627
26.000;6.468;25.900;95.417;0.013;0.640
18.400;6.468;9.025;45.941;0.009;0.649
28.200;6.468;9.363;95.417;0.014;0.663
18.400;6.468;9.025;95.417;0.009;0.672
18.400;6.468;9.025;95.417;0.009;0.681
27.600;4.055;9.025;94.778;0.014;0.695
26.000;6.468;25.900;95.417;0.013;0.708
64.400;3.829;9.025;94.778;0.032;0.740
27.600;6.468;9.025;95.417;0.014;0.754
37.600;6.468;18.795;94.778;0.019;0.773
55.200;3.829;9.025;71.103;0.028;0.801
9.800;6.468;9.767;95.417;0.005;0.805
10.600;6.468;10.402;56.845;0.005;0.811
26.000;4.055;25.900;99.203;0.013;0.824
10.400;6.468;10.259;27.470;0.005;0.829
10.800;6.468;10.715;95.417;0.005;0.834
52.000;3.829;25.900;95.417;0.026;0.860
30.000;6.468;10.259;95.417;0.015;0.875
27.600;6.468;9.025;95.417;0.014;0.889
36.800;3.829;9.025;81.802;0.018;0.908
10.400;6.468;10.259;94.778;0.005;0.913
15.600;6.468;9.025;45.941;0.008;0.921
18.400;6.468;9.025;95.417;0.009;0.930
18.400;6.468;9.025;95.417;0.009;0.939
26.000;3.829;25.900;47.604;0.013;0.952
9.400;6.468;9.363;94.778;0.005;0.957
22.200;3.829;9.025;47.604;0.011;0.968
18.400;6.468;9.025;94.778;0.009;0.977
46.000;3.829;9.025;81.802;0.023;1.000
Nilai fitness terbaik = 72.60004
Total fitness =  1999.603

Generasi 10
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
44.800;6.468;44.617;99.203;0.021;0.021
46.000;4.055;9.025;95.417;0.021;0.042
9.200;6.468;9.025;73.044;0.004;0.046
9.400;6.468;9.363;99.203;0.004;0.050
9.200;6.468;9.025;94.778;0.004;0.055
26.000;6.468;25.900;99.203;0.012;0.067
63.000;3.829;12.450;70.348;0.029;0.096
37.600;3.829;9.363;99.203;0.017;0.113
56.400;4.055;18.795;77.701;0.026;0.139
18.400;3.829;9.025;95.417;0.008;0.148
46.000;3.829;9.025;95.417;0.021;0.169
9.400;6.468;9.363;71.103;0.004;0.173
18.400;3.829;9.025;94.778;0.008;0.182
26.000;3.829;25.900;81.802;0.012;0.194
18.800;6.468;9.363;95.417;0.009;0.202
20.800;6.468;10.259;95.417;0.010;0.212
18.400;6.468;9.025;95.417;0.008;0.221
18.800;6.468;9.363;61.027;0.009;0.229
48.400;3.829;24.137;56.148;0.022;0.252
41.600;3.829;10.259;45.941;0.019;0.271
9.200;6.468;9.025;72.650;0.004;0.275
10.800;6.468;10.715;94.778;0.005;0.280
10.400;6.468;10.259;47.604;0.005;0.285
18.400;6.468;9.025;94.778;0.008;0.293
46.000;3.829;9.025;95.417;0.021;0.314
9.200;6.468;9.025;95.417;0.004;0.319
37.600;4.055;18.795;81.802;0.017;0.336
18.800;4.055;18.795;18.588;0.009;0.345
46.000;3.829;9.025;31.213;0.021;0.366
36.800;3.829;9.025;95.417;0.017;0.383
10.400;3.829;10.259;45.941;0.005;0.388
37.600;4.055;9.363;95.417;0.017;0.405
9.200;6.468;9.025;94.778;0.004;0.409
46.000;3.829;9.025;71.103;0.021;0.431
9.200;6.468;9.025;56.845;0.004;0.435
28.200;6.468;9.363;95.417;0.013;0.448
27.600;6.468;9.025;99.596;0.013;0.461
9.400;6.468;9.025;47.604;0.004;0.465
18.400;6.468;9.025;95.417;0.008;0.473
47.000;3.829;9.363;77.076;0.022;0.495
36.800;3.829;9.025;47.604;0.017;0.512
18.800;4.055;18.795;81.802;0.009;0.521
9.400;6.468;9.363;95.417;0.004;0.525
42.800;3.829;9.363;95.417;0.020;0.545
55.200;4.055;9.025;95.417;0.025;0.570
27.600;6.468;9.025;94.778;0.013;0.583
26.000;4.055;25.900;47.604;0.012;0.595
36.800;4.055;9.025;95.417;0.017;0.612
26.000;6.468;25.900;95.417;0.012;0.624
26.000;6.468;25.900;94.778;0.012;0.636
13.600;6.468;38.123;45.941;0.006;0.642
