Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
115.399;1.531;40.805;88.909;0.102;0.628
41.000;1.531;40.805;85.381;0.036;0.664
82.000;1.531;40.805;88.909;0.073;0.737
12.800;22.998;40.805;63.018;0.011;0.748
16.600;1.531;4.713;63.018;0.015;0.763
33.000;7.738;10.979;88.909;0.029;0.792
4.800;1.531;4.713;88.909;0.004;0.796
41.000;1.531;40.805;88.909;0.036;0.833
6.200;1.531;35.784;88.909;0.005;0.838
19.200;1.531;4.713;63.018;0.017;0.855
33.600;1.531;4.713;63.018;0.030;0.885
33.000;7.738;10.979;88.909;0.029;0.914
44.000;7.738;10.979;88.909;0.039;0.953
52.800;1.531;4.713;63.018;0.047;1.000
Nilai fitness terbaik = 115.3994
Total fitness =  1127.8

Generasi 4
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
41.000;1.531;40.805;88.909;0.033;0.033
23.200;1.531;11.489;63.018;0.018;0.051
23.200;1.531;11.489;63.018;0.018;0.069
17.200;7.738;40.805;88.909;0.014;0.083
12.200;7.738;40.805;88.909;0.010;0.093
38.200;1.531;10.979;88.909;0.030;0.123
110.400;3.521;18.348;63.018;0.088;0.210
33.000;1.531;10.979;88.909;0.026;0.237
22.000;7.738;10.979;53.018;0.017;0.254
5.600;7.738;40.805;88.909;0.004;0.258
44.000;1.531;10.979;63.018;0.035;0.293
110.000;1.531;10.979;88.909;0.087;0.381
33.000;1.531;10.979;88.909;0.026;0.407
41.000;7.738;40.805;88.909;0.033;0.439
9.600;1.531;4.713;88.909;0.008;0.447
71.600;1.531;35.784;88.909;0.057;0.504
9.600;1.531;4.713;88.909;0.008;0.511
41.000;1.531;40.805;63.018;0.033;0.544
44.000;1.531;10.979;88.909;0.035;0.579
2.400;76.324;10.979;85.381;0.002;0.580
41.000;1.531;40.805;63.018;0.033;0.613
16.200;1.531;40.805;88.909;0.013;0.626
34.800;1.531;11.489;63.018;0.028;0.653
41.000;2.525;40.805;88.909;0.033;0.686
9.600;1.531;4.713;88.909;0.008;0.694
19.200;1.531;4.713;88.909;0.015;0.709
18.400;1.531;18.348;63.018;0.015;0.723
22.000;7.738;10.979;88.909;0.017;0.741
11.000;1.531;10.979;88.909;0.009;0.749
22.000;1.531;10.979;88.909;0.017;0.767
41.000;1.531;40.805;48.762;0.033;0.799
22.000;1.531;10.979;88.909;0.017;0.817
41.000;1.531;40.805;88.909;0.033;0.849
33.000;1.531;10.979;65.938;0.026;0.876
23.000;1.531;4.713;88.909;0.018;0.894
11.000;13.067;10.979;88.909;0.009;0.902
14.400;1.531;4.713;88.909;0.011;0.914
29.000;1.531;28.873;88.909;0.023;0.937
6.000;7.738;23.849;48.762;0.005;0.942
4.200;13.327;40.805;88.909;0.003;0.945
33.000;1.531;10.979;88.909;0.026;0.971
36.400;1.531;11.489;63.018;0.029;1.000
Nilai fitness terbaik = 110.3995
Total fitness =  1261.4

Generasi 5
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
24.800;7.738;24.763;88.909;0.019;0.019
11.000;1.531;10.979;63.018;0.009;0.028
41.000;2.525;40.805;88.909;0.032;0.060
11.000;1.531;10.979;88.909;0.009;0.069
22.000;1.531;10.979;88.909;0.017;0.086
24.000;3.521;23.849;63.018;0.019;0.105
22.000;1.531;10.979;88.909;0.017;0.122
22.000;1.531;10.979;88.909;0.017;0.139
14.400;1.531;4.713;88.909;0.011;0.151
11.000;7.738;10.979;88.909;0.009;0.159
33.000;1.531;10.979;88.909;0.026;0.185
29.000;7.738;28.873;88.909;0.023;0.208
11.000;13.067;10.979;88.909;0.009;0.217
11.000;1.531;10.979;63.018;0.009;0.225
9.600;1.531;4.713;88.909;0.008;0.233
22.000;7.738;10.979;88.909;0.017;0.250
11.000;7.738;10.979;88.909;0.009;0.259
11.000;1.531;10.979;48.762;0.009;0.267
48.000;3.521;23.849;63.018;0.038;0.305
33.000;7.738;10.979;88.909;0.026;0.331
22.000;1.531;10.979;63.018;0.017;0.348
41.000;1.531;40.805;88.909;0.032;0.380
22.000;1.531;10.979;88.909;0.017;0.397
23.200;1.531;11.489;88.909;0.018;0.416
41.000;1.531;40.805;88.909;0.032;0.448
22.000;7.738;10.979;88.909;0.017;0.465
72.000;3.521;23.849;63.018;0.056;0.522
11.000;7.738;10.979;88.909;0.009;0.530
11.000;1.531;10.979;63.018;0.009;0.539
9.600;7.738;4.713;88.909;0.008;0.546
41.000;1.531;11.489;88.909;0.032;0.579
24.000;7.738;4.713;88.909;0.019;0.597
44.000;7.738;10.979;88.909;0.035;0.632
9.600;1.531;4.713;88.909;0.008;0.639
29.000;7.738;28.873;88.909;0.023;0.662
22.000;1.531;10.979;88.909;0.017;0.679
9.800;23.678;28.873;88.909;0.008;0.687
11.000;1.531;10.979;88.909;0.009;0.696
22.000;1.531;10.979;88.909;0.017;0.713
41.000;1.531;40.805;65.938;0.032;0.745
11.600;7.738;11.489;88.909;0.009;0.754
9.600;7.738;4.713;88.909;0.008;0.762
12.000;1.531;11.832;63.018;0.009;0.771
11.000;7.738;10.979;88.909;0.009;0.780
22.000;1.531;10.979;88.909;0.017;0.797
11.000;1.531;10.979;63.018;0.009;0.806
11.000;1.531;10.979;88.909;0.009;0.814
41.000;1.531;40.805;88.909;0.032;0.846
11.600;1.531;11.489;88.909;0.009;0.856
22.000;7.738;10.979;88.909;0.017;0.873
19.200;1.531;4.713;63.018;0.015;0.888
22.000;1.531;10.979;88.909;0.017;0.905
11.600;1.531;11.489;48.762;0.009;0.914
33.000;1.531;10.979;65.868;0.026;0.940
11.000;31.785;10.979;88.909;0.009;0.949
22.000;1.531;10.979;63.018;0.017;0.966
34.800;7.738;11.489;88.909;0.027;0.993
8.600;1.531;40.805;88.909;0.007;1.000
Nilai fitness terbaik = 72.00005
Total fitness =  1275.001

Generasi 6
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
22.000;7.738;10.979;88.909;0.011;0.011
82.000;3.521;40.805;88.909;0.043;0.054
4.800;7.738;40.805;88.909;0.003;0.057
55.000;1.531;10.979;88.909;0.029;0.086
9.600;1.531;4.713;88.909;0.005;0.091
11.000;23.678;10.979;88.909;0.006;0.096
51.200;2.525;25.421;88.909;0.027;0.123
11.600;1.531;11.489;88.909;0.006;0.129
4.800;1.531;4.713;88.909;0.003;0.132
4.000;7.738;40.805;88.909;0.002;0.134
79.200;2.525;24.763;88.909;0.041;0.175
12.000;1.531;11.832;63.018;0.006;0.181
23.200;7.738;11.489;50.602;0.012;0.193
30.000;7.738;10.979;88.909;0.016;0.209
11.000;1.531;10.979;63.018;0.006;0.215
33.000;7.738;10.979;88.909;0.017;0.232
31.600;3.521;23.849;63.018;0.017;0.249
11.000;1.531;10.979;48.762;0.006;0.254
33.000;1.531;10.979;88.909;0.017;0.272
22.000;7.738;10.979;63.018;0.011;0.283
11.000;7.738;10.979;88.909;0.006;0.289
22.000;7.738;10.979;88.909;0.011;0.300
22.000;1.531;10.979;48.762;0.011;0.312
22.000;7.738;10.979;88.909;0.011;0.323
22.000;1.531;10.979;88.909;0.011;0.335
4.800;1.531;4.713;88.909;0.003;0.337
26.200;7.738;10.979;88.909;0.014;0.351
32.800;7.738;10.979;63.018;0.017;0.368
11.000;1.531;10.979;88.909;0.006;0.374
24.000;7.738;23.849;88.909;0.013;0.386
33.000;7.738;10.979;63.018;0.017;0.404
33.000;1.531;10.979;88.909;0.017;0.421
22.000;7.738;10.979;88.909;0.011;0.432
22.000;7.738;10.979;88.909;0.011;0.444
48.000;7.738;23.849;88.909;0.025;0.469
4.600;7.738;40.805;88.909;0.002;0.471
11.000;1.531;10.979;63.018;0.006;0.477
22.000;1.531;10.979;88.909;0.011;0.489
33.000;7.738;10.979;88.909;0.017;0.506
71.600;3.521;11.489;63.018;0.037;0.543
22.000;1.531;10.979;48.762;0.011;0.555
23.200;1.531;11.489;88.909;0.012;0.567
22.000;1.531;10.979;88.909;0.011;0.578
22.000;1.531;10.979;88.909;0.011;0.590
22.000;7.738;10.979;88.909;0.011;0.601
11.000;1.531;10.979;88.909;0.006;0.607
34.800;1.531;11.489;88.909;0.018;0.625
44.000;1.531;10.979;88.909;0.023;0.648
82.000;3.521;40.805;88.909;0.043;0.691
11.000;1.531;10.979;88.909;0.006;0.697
6.000;7.738;20.655;88.909;0.003;0.700
28.800;1.531;4.713;88.909;0.015;0.715
55.000;1.531;10.979;88.909;0.029;0.744
22.000;7.738;10.979;88.909;0.011;0.755
22.000;1.531;10.979;43.688;0.011;0.767
44.000;1.531;10.979;63.018;0.023;0.790
33.000;1.531;10.979;88.909;0.017;0.807
9.600;1.531;4.713;88.909;0.005;0.812
23.200;7.738;11.489;63.018;0.012;0.824
33.000;1.531;10.979;88.909;0.017;0.841
33.000;1.531;10.979;88.909;0.017;0.858
99.200;2.525;24.763;88.909;0.052;0.910
24.000;7.738;23.849;88.909;0.013;0.923
58.000;1.531;28.873;88.909;0.030;0.953
11.000;1.531;10.979;48.762;0.006;0.959
34.800;7.738;11.489;63.018;0.018;0.977
22.000;1.531;10.979;88.909;0.011;0.989
22.000;7.738;10.979;88.909;0.011;1.000
Nilai fitness terbaik = 99.19963
Total fitness =  1914.601

Generasi 7
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
11.000;1.531;10.979;48.762;0.007;0.007
11.000;1.531;10.979;63.018;0.007;0.015
9.600;7.738;4.713;88.909;0.006;0.021
11.000;7.738;10.979;48.115;0.007;0.028
11.000;1.531;10.979;88.909;0.007;0.036
55.000;3.521;10.979;63.018;0.037;0.072
19.600;7.738;11.489;88.909;0.013;0.085
22.000;7.738;10.979;88.909;0.015;0.100
11.000;1.531;10.979;88.909;0.007;0.107
22.000;7.738;10.979;88.909;0.015;0.122
33.000;2.525;10.979;88.909;0.022;0.144
44.000;4.340;10.979;88.909;0.029;0.173
51.200;7.738;25.421;88.909;0.034;0.207
55.000;3.521;10.979;88.909;0.037;0.244
11.000;1.531;10.979;88.909;0.007;0.251
21.400;7.738;10.979;88.909;0.014;0.265
24.800;1.531;24.763;88.909;0.016;0.282
11.000;7.738;10.979;88.909;0.007;0.289
11.000;1.531;10.979;48.762;0.007;0.296
22.000;1.531;10.979;88.909;0.015;0.311
22.000;7.738;10.979;88.909;0.015;0.326
9.600;7.738;4.713;34.789;0.006;0.332
29.000;1.531;28.873;88.909;0.019;0.351
34.800;1.531;11.489;88.909;0.023;0.374
11.600;1.531;11.489;88.909;0.008;0.382
41.800;7.738;40.805;88.909;0.028;0.410
22.000;1.531;10.979;88.909;0.015;0.425
22.000;1.531;10.979;88.909;0.015;0.439
22.000;7.738;10.979;88.909;0.015;0.454
11.000;7.738;10.979;88.909;0.007;0.461
22.000;7.738;10.979;38.844;0.015;0.476
46.400;2.525;11.489;49.245;0.031;0.507
11.000;1.531;10.979;88.909;0.007;0.514
11.600;1.531;11.489;88.909;0.008;0.522
25.600;7.738;25.421;88.909;0.017;0.539
19.800;7.738;10.979;88.909;0.013;0.552
22.000;7.738;10.979;88.909;0.015;0.566
22.000;2.525;10.979;88.909;0.015;0.581
22.000;7.738;10.979;88.909;0.015;0.596
11.000;1.531;10.979;63.018;0.007;0.603
11.000;1.531;10.979;88.909;0.007;0.610
11.000;1.531;10.979;88.909;0.007;0.618
11.000;1.531;10.979;88.909;0.007;0.625
22.000;7.738;10.979;88.909;0.015;0.640
44.000;3.521;10.979;63.018;0.029;0.669
22.000;1.531;10.979;63.018;0.015;0.683
55.000;2.525;10.979;88.909;0.037;0.720
55.000;3.521;10.979;88.909;0.037;0.757
11.600;1.531;11.489;88.909;0.008;0.764
11.000;1.531;10.979;88.909;0.007;0.772
49.600;3.521;24.763;88.909;0.033;0.805
22.000;7.738;10.979;88.909;0.015;0.819
74.400;3.521;24.763;88.909;0.049;0.869
23.200;2.525;11.489;48.762;0.015;0.884
11.000;7.738;10.979;88.909;0.007;0.891
22.000;1.531;10.979;88.909;0.015;0.906
22.000;1.531;10.979;88.909;0.015;0.921
11.000;1.531;10.979;88.909;0.007;0.928
11.000;1.531;10.979;88.909;0.007;0.935
11.600;1.531;11.489;88.909;0.008;0.943
11.600;7.738;11.489;88.909;0.008;0.951
22.000;7.738;10.979;55.204;0.015;0.965
6.200;7.738;30.246;88.909;0.004;0.970
22.000;7.738;10.979;88.909;0.015;0.984
1.800;1.531;28.873;88.909;0.001;0.985
22.000;7.738;10.979;63.018;0.015;1.000
Nilai fitness terbaik = 74.40001
Total fitness =  1503.801

Generasi 8
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
33.000;7.738;10.979;88.909;0.015;0.015
11.600;7.738;11.489;88.909;0.005;0.020
22.000;7.738;10.979;88.909;0.010;0.030
123.999;3.521;24.763;88.909;0.056;0.086
81.200;2.525;11.489;88.909;0.037;0.123
11.000;1.531;10.979;88.909;0.005;0.128
77.800;3.521;10.979;63.018;0.035;0.163
55.000;1.531;10.979;88.909;0.025;0.188
33.000;7.738;10.979;45.180;0.015;0.203
8.200;4.340;40.805;88.909;0.004;0.207
33.000;7.738;10.979;88.909;0.015;0.222
69.600;2.525;11.489;88.909;0.032;0.253
33.000;7.738;10.979;70.351;0.015;0.268
44.000;1.531;10.979;88.909;0.020;0.288
55.000;3.521;10.979;63.018;0.025;0.313
22.000;1.531;10.979;88.909;0.010;0.323
49.600;1.531;24.763;88.909;0.022;0.346
33.000;7.738;10.979;88.909;0.015;0.361
11.000;1.531;10.979;88.909;0.005;0.366
41.000;4.340;40.805;88.909;0.019;0.384
22.000;1.531;10.979;88.909;0.010;0.394
11.000;7.738;10.979;88.909;0.005;0.399
55.000;1.531;10.979;88.909;0.025;0.424
11.000;7.738;10.979;88.909;0.005;0.429
22.000;7.738;10.979;88.909;0.010;0.439
11.000;7.738;10.979;88.909;0.005;0.444
34.800;1.531;11.489;88.909;0.016;0.460
16.800;7.738;11.489;88.909;0.008;0.467
99.000;3.521;10.979;88.909;0.045;0.512
88.000;2.525;10.979;88.909;0.040;0.552
11.000;7.738;10.979;88.909;0.005;0.557
44.000;1.531;10.979;51.530;0.020;0.577
11.000;7.738;10.979;63.018;0.005;0.582
33.000;1.531;10.979;88.909;0.015;0.597
11.000;7.738;10.979;27.728;0.005;0.602
34.800;2.525;11.489;88.909;0.016;0.618
25.600;68.352;25.421;88.909;0.012;0.629
34.800;1.531;11.489;88.909;0.016;0.645
44.000;1.531;10.979;88.909;0.020;0.665
33.000;7.738;10.979;88.909;0.015;0.680
11.600;1.531;11.489;88.909;0.005;0.685
33.000;7.738;10.979;88.909;0.015;0.700
11.600;7.738;11.489;88.909;0.005;0.706
0.800;7.738;10.979;88.909;0.000;0.706
22.000;7.738;10.979;39.266;0.010;0.716
46.400;1.531;11.489;88.909;0.021;0.737
22.000;7.738;10.979;88.909;0.010;0.747
44.000;3.521;10.979;88.909;0.020;0.767
33.000;1.531;10.979;88.909;0.015;0.782
44.000;7.738;10.979;88.909;0.020;0.802
34.800;7.738;11.489;88.909;0.016;0.817
22.000;1.531;10.979;88.909;0.010;0.827
110.000;3.521;10.979;88.909;0.050;0.877
11.000;1.531;10.979;88.909;0.005;0.882
77.000;2.525;10.979;88.909;0.035;0.917
49.600;1.531;24.763;88.909;0.022;0.940
99.000;3.521;10.979;88.909;0.045;0.985
11.000;1.531;10.979;88.909;0.005;0.989
23.200;7.738;11.489;88.909;0.011;1.000
Nilai fitness terbaik = 123.9993
Total fitness =  2206.8

Generasi 9
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
33.000;2.525;10.979;88.909;0.017;0.017
33.000;3.521;10.979;88.909;0.017;0.034
22.000;1.531;10.979;88.909;0.011;0.045
11.000;7.738;10.979;63.018;0.006;0.051
24.800;1.531;24.763;88.909;0.013;0.064
11.000;2.525;10.979;88.909;0.006;0.069
33.000;3.521;10.979;63.018;0.017;0.086
33.000;7.738;10.979;88.909;0.017;0.103
11.000;7.738;10.979;88.909;0.006;0.109
11.000;1.531;10.979;88.909;0.006;0.115
11.600;2.525;11.489;75.223;0.006;0.121
55.000;3.521;10.979;88.909;0.028;0.149
11.000;1.531;10.979;45.180;0.006;0.155
46.400;2.525;11.489;88.909;0.024;0.179
11.000;1.531;10.979;88.909;0.006;0.184
23.200;2.525;11.489;80.990;0.012;0.196
55.000;4.340;10.979;70.351;0.028;0.225
34.800;2.525;11.489;88.909;0.018;0.243
66.000;3.521;10.979;88.909;0.034;0.277
22.000;1.531;10.979;83.550;0.011;0.288
33.000;3.521;10.979;88.909;0.017;0.305
33.000;7.738;10.979;88.909;0.017;0.322
11.000;1.531;10.979;88.909;0.006;0.328
88.000;3.521;10.979;88.909;0.045;0.373
64.000;3.521;12.656;88.909;0.033;0.406
55.000;3.521;10.979;63.018;0.028;0.434
11.000;7.738;10.979;88.909;0.006;0.440
92.800;3.521;11.489;88.909;0.048;0.488
11.000;1.531;10.979;45.180;0.006;0.494
66.000;4.340;10.979;70.351;0.034;0.528
55.000;3.521;10.979;88.909;0.028;0.556
11.000;1.531;10.979;88.909;0.006;0.562
11.600;2.525;11.489;88.909;0.006;0.568
34.800;3.521;11.489;88.909;0.018;0.585
11.000;7.738;10.979;88.909;0.006;0.591
53.200;3.521;10.979;88.909;0.027;0.619
22.000;7.738;10.979;88.909;0.011;0.630
11.000;1.531;10.979;88.909;0.006;0.636
11.600;1.531;11.489;88.909;0.006;0.642
24.800;1.531;24.763;88.909;0.013;0.654
44.000;3.521;10.979;88.909;0.023;0.677
26.800;7.738;11.489;51.530;0.014;0.691
20.800;7.738;10.979;88.909;0.011;0.702
8.000;7.738;35.913;63.018;0.004;0.706
22.000;1.531;10.979;88.909;0.011;0.717
11.000;1.531;10.979;88.909;0.006;0.723
11.600;1.531;11.489;88.909;0.006;0.729
54.800;3.521;10.979;88.909;0.028;0.757
11.000;1.531;10.979;88.909;0.006;0.763
11.000;1.531;10.979;88.909;0.006;0.768
55.000;4.340;10.979;70.351;0.028;0.797
11.000;1.531;10.979;88.909;0.006;0.802
11.600;7.738;11.489;51.530;0.006;0.808
63.400;3.521;11.489;88.909;0.033;0.841
11.000;7.738;10.979;88.909;0.006;0.847
33.000;4.340;10.979;70.351;0.017;0.864
55.000;3.521;10.979;88.909;0.028;0.892
11.000;2.525;10.979;88.909;0.006;0.898
11.600;7.738;11.489;51.530;0.006;0.904
44.000;3.521;10.979;88.909;0.023;0.926
21.000;7.738;10.979;63.018;0.011;0.937
11.000;1.531;10.979;88.909;0.006;0.943
22.000;1.531;10.979;88.909;0.011;0.954
11.600;7.738;11.489;51.530;0.006;0.960
11.600;7.738;11.489;88.909;0.006;0.966
22.000;7.738;10.979;88.909;0.011;0.977
44.000;3.521;10.979;63.018;0.023;1.000
Nilai fitness terbaik = 92.79973
Total fitness =  1940.402

Generasi 10
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
33.000;3.521;10.979;88.909;0.019;0.019
11.000;7.738;10.979;88.909;0.006;0.026
11.000;3.521;10.979;63.018;0.006;0.032
22.000;3.521;10.979;70.351;0.013;0.045
33.000;4.340;10.979;88.909;0.019;0.064
11.000;7.738;10.979;88.909;0.006;0.070
33.000;3.521;10.979;88.909;0.019;0.089
55.000;3.521;10.979;88.909;0.032;0.121
4.600;7.738;10.979;88.909;0.003;0.124
44.000;3.521;10.979;88.909;0.026;0.150
11.600;1.531;11.489;80.990;0.007;0.156
22.000;7.738;10.979;88.909;0.013;0.169
23.200;7.738;11.489;88.909;0.013;0.183
33.000;3.521;10.979;88.909;0.019;0.202
11.600;7.738;11.489;88.909;0.007;0.209
44.000;4.340;10.979;51.530;0.026;0.234
9.400;1.531;24.763;90.074;0.005;0.240
44.000;3.521;10.979;88.909;0.026;0.265
11.000;7.738;10.979;88.909;0.006;0.272
11.000;1.531;10.979;70.351;0.006;0.278
44.000;3.521;10.979;88.909;0.026;0.304
34.800;3.521;11.489;76.132;0.020;0.324
35.200;7.738;17.516;88.909;0.020;0.344
33.000;3.521;10.979;88.909;0.019;0.363
22.000;4.340;10.979;88.909;0.013;0.376
11.600;1.531;11.489;88.909;0.007;0.383
12.800;2.525;12.656;88.909;0.007;0.390
11.600;7.738;11.489;52.688;0.007;0.397
11.000;2.525;10.979;52.262;0.006;0.403
46.400;7.738;11.489;88.909;0.027;0.430
55.000;3.521;10.979;88.909;0.032;0.462
11.000;1.531;10.979;63.018;0.006;0.469
23.200;7.738;11.489;88.909;0.013;0.482
11.000;35.878;10.979;88.909;0.006;0.489
11.000;2.525;10.979;88.909;0.006;0.495
11.600;1.531;11.489;88.909;0.007;0.502
55.000;3.521;10.979;88.909;0.032;0.534
11.000;3.521;10.979;88.909;0.006;0.540
11.000;1.531;10.979;88.909;0.006;0.547
27.200;3.521;27.123;88.909;0.016;0.562
33.000;7.738;10.979;88.909;0.019;0.582
11.000;2.525;10.979;88.909;0.006;0.588
33.000;3.521;10.979;88.909;0.019;0.607
44.000;3.521;10.979;88.909;0.026;0.633
33.000;3.521;10.979;70.351;0.019;0.652
22.000;3.521;10.979;88.909;0.013;0.665
22.000;3.521;10.979;63.018;0.013;0.677
44.000;3.521;10.979;88.909;0.026;0.703
22.000;7.738;10.979;88.909;0.013;0.716
24.800;1.531;24.763;88.909;0.014;0.730
22.000;3.521;10.979;88.909;0.013;0.743
11.000;2.525;10.979;45.180;0.006;0.749
33.000;3.521;10.979;88.909;0.019;0.769
11.000;1.531;10.979;88.909;0.006;0.775
22.000;7.738;10.979;88.909;0.013;0.788
11.000;7.738;10.979;80.945;0.006;0.794
11.000;2.525;10.979;45.180;0.006;0.800
11.000;7.738;10.979;88.909;0.006;0.807
22.000;3.521;10.979;88.909;0.013;0.820
11.600;3.521;11.489;88.909;0.007;0.826
22.000;3.521;10.979;88.909;0.013;0.839
22.000;3.521;10.979;88.909;0.013;0.852
11.600;3.521;11.489;88.909;0.007;0.859
11.000;2.525;10.979;88.909;0.006;0.865
11.000;1.531;10.979;88.909;0.006;0.871
33.000;3.521;10.979;88.909;0.019;0.891
44.000;3.521;10.979;88.909;0.026;0.916
11.000;1.531;10.979;88.909;0.006;0.923
11.600;7.738;11.489;88.909;0.007;0.929
11.600;7.738;11.489;88.909;0.007;0.936
22.000;2.525;10.979;45.180;0.013;0.949
11.000;1.531;10.979;63.018;0.006;0.955
11.000;1.531;10.979;88.909;0.006;0.962
22.000;2.525;10.979;63.018;0.013;0.974
44.000;4.340;10.979;88.909;0.026;1.000
Nilai fitness terbaik = 55.00014
Total fitness =  1721.002

Generasi 11
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
54.400;4.340;27.123;88.909;0.023;0.023
33.000;3.521;10.979;70.351;0.014;0.036
44.000;3.521;10.979;80.990;0.018;0.055
44.000;3.521;10.979;88.909;0.018;0.073
33.000;3.521;10.979;88.909;0.014;0.087
27.200;4.340;27.123;88.909;0.011;0.098
55.000;3.521;10.979;70.351;0.023;0.121
41.200;3.521;75.373;88.909;0.017;0.138
33.000;3.521;10.979;88.909;0.014;0.152
69.600;3.521;11.489;88.909;0.029;0.181
11.000;2.525;10.979;63.018;0.005;0.186
44.000;3.521;10.979;88.909;0.018;0.204
33.000;7.738;10.979;88.909;0.014;0.218
44.000;3.521;10.979;88.909;0.018;0.236
34.800;3.521;11.489;39.809;0.015;0.251
66.000;4.340;10.979;88.909;0.028;0.278
11.000;1.531;10.979;88.909;0.005;0.283
11.000;7.738;10.979;63.018;0.005;0.287
46.400;3.521;11.489;88.909;0.019;0.307
33.000;3.521;10.979;88.909;0.014;0.320
22.000;2.525;10.979;88.909;0.009;0.329
58.000;3.521;11.489;70.351;0.024;0.354
22.000;3.521;10.979;88.909;0.009;0.363
33.000;3.521;10.979;88.909;0.014;0.377
77.000;3.521;10.979;88.909;0.032;0.409
88.000;3.521;10.979;88.909;0.037;0.445
11.000;1.531;10.979;88.909;0.005;0.450
33.000;3.521;10.979;80.990;0.014;0.464
22.000;7.738;10.979;76.132;0.009;0.473
55.000;4.340;10.979;88.909;0.023;0.496
22.000;3.521;2.051;88.909;0.009;0.505
11.000;2.525;10.979;63.018;0.005;0.510
11.000;7.738;10.979;88.909;0.005;0.514
11.600;7.738;11.489;52.688;0.005;0.519
88.000;4.340;10.979;88.909;0.037;0.556
77.000;3.521;10.979;88.909;0.032;0.588
22.000;3.521;10.979;88.909;0.009;0.597
34.800;3.521;11.489;55.778;0.015;0.611
12.800;2.525;12.656;88.909;0.005;0.617
33.000;3.521;10.979;88.909;0.014;0.630
33.000;3.521;10.979;88.909;0.014;0.644
34.800;3.521;11.489;70.351;0.015;0.659
33.000;3.521;10.979;38.019;0.014;0.673
22.000;7.738;10.979;88.909;0.009;0.682
66.000;4.340;10.979;88.909;0.028;0.709
22.000;7.738;10.979;88.909;0.009;0.718
22.000;7.738;10.979;88.909;0.009;0.728
17.600;1.531;17.516;51.530;0.007;0.735
