Generasi 1
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
24.800;7.738;24.763;88.909;0.010;0.745
58.000;3.521;11.489;88.909;0.024;0.769
22.000;7.738;10.979;88.909;0.009;0.779
54.000;3.521;10.666;88.909;0.023;0.801
34.800;6.838;11.489;88.909;0.015;0.816
22.000;2.525;10.979;45.180;0.009;0.825
20.400;4.340;56.219;88.909;0.009;0.833
44.000;5.463;10.979;63.018;0.018;0.852
11.000;7.738;10.979;70.351;0.005;0.856
25.600;2.525;12.656;88.909;0.011;0.867
58.200;3.521;10.979;88.909;0.024;0.891
70.800;3.521;10.979;88.909;0.030;0.921
46.400;3.521;11.489;88.909;0.019;0.940
33.000;3.521;10.979;88.909;0.014;0.954
23.200;3.521;11.489;88.909;0.010;0.963
22.000;2.525;10.979;88.909;0.009;0.972
66.000;4.340;10.979;88.909;0.028;1.000
Nilai fitness terbaik = 87.9998
Total fitness =  2399.403

Generasi 12
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
35.200;3.521;17.516;55.778;0.016;0.016
55.000;3.521;10.979;63.018;0.024;0.040
44.000;4.340;10.979;70.351;0.019;0.059
11.000;41.094;10.979;88.909;0.005;0.064
15.400;3.521;2.051;88.909;0.007;0.071
11.600;3.521;11.489;88.909;0.005;0.076
17.600;3.521;2.051;88.909;0.008;0.084
22.000;3.521;10.979;88.909;0.010;0.094
11.000;4.380;10.979;70.351;0.005;0.099
23.200;2.525;11.489;88.909;0.010;0.109
44.000;4.340;10.979;70.351;0.019;0.128
55.000;3.521;10.979;88.909;0.024;0.153
58.000;4.340;11.489;88.909;0.026;0.178
22.000;3.521;10.979;38.019;0.010;0.188
33.000;3.521;10.979;63.018;0.015;0.203
44.000;3.521;10.979;88.909;0.019;0.222
44.000;3.521;10.979;63.018;0.019;0.241
11.000;1.531;10.979;88.909;0.005;0.246
22.000;3.521;10.979;51.530;0.010;0.256
22.000;4.340;10.979;88.909;0.010;0.266
17.600;3.521;17.516;55.778;0.008;0.274
44.000;3.521;10.979;63.409;0.019;0.293
44.000;4.340;10.979;88.909;0.019;0.313
44.000;3.521;10.979;88.909;0.019;0.332
74.200;3.521;10.979;88.909;0.033;0.365
11.000;7.738;10.979;88.909;0.005;0.370
44.000;3.521;10.979;88.909;0.019;0.389
34.800;3.521;11.489;88.909;0.015;0.405
46.400;4.340;11.489;88.909;0.021;0.425
22.000;5.463;10.979;88.909;0.010;0.435
33.000;3.521;10.979;39.809;0.015;0.449
11.600;7.738;11.489;63.018;0.005;0.454
46.400;4.340;11.489;88.909;0.021;0.475
74.400;4.340;24.763;88.909;0.033;0.508
23.200;3.521;11.489;70.351;0.010;0.518
44.000;3.521;10.979;63.018;0.019;0.538
44.000;3.521;10.979;88.909;0.019;0.557
34.800;4.340;11.489;88.909;0.015;0.572
21.800;4.340;21.710;88.909;0.010;0.582
11.000;3.521;10.979;51.530;0.005;0.587
53.400;3.521;11.489;88.909;0.024;0.611
11.000;3.521;10.979;88.909;0.005;0.615
11.000;2.525;10.979;88.909;0.005;0.620
33.000;3.521;10.979;70.351;0.015;0.635
11.000;2.525;10.979;88.909;0.005;0.640
44.000;5.463;10.979;88.909;0.019;0.659
11.000;3.521;10.979;88.909;0.005;0.664
77.000;3.521;10.979;88.909;0.034;0.698
33.000;3.521;10.979;70.351;0.015;0.713
11.000;7.738;10.979;88.909;0.005;0.718
1.000;63.270;10.979;70.351;0.000;0.718
22.000;2.525;10.979;45.180;0.010;0.728
33.000;3.521;10.979;88.909;0.015;0.742
74.400;4.696;24.763;88.909;0.033;0.775
55.000;3.521;10.979;70.351;0.024;0.800
11.000;3.521;10.979;80.990;0.005;0.805
2.200;3.521;2.051;88.909;0.001;0.805
33.000;3.521;10.979;88.909;0.015;0.820
55.000;3.521;10.979;76.132;0.024;0.844
11.000;2.525;10.979;88.909;0.005;0.849
6.600;3.521;2.051;88.909;0.003;0.852
44.000;3.521;10.979;88.909;0.019;0.872
11.000;2.525;10.979;88.909;0.005;0.877
11.000;3.521;10.979;70.351;0.005;0.881
33.000;3.521;10.979;63.018;0.015;0.896
33.000;2.525;10.979;88.909;0.015;0.911
14.600;3.521;14.455;70.351;0.006;0.917
11.600;7.738;11.489;63.018;0.005;0.922
11.000;7.738;10.979;88.909;0.005;0.927
33.000;3.521;10.979;63.018;0.015;0.942
22.000;6.975;10.979;88.909;0.010;0.951
44.000;4.340;10.979;88.909;0.019;0.971
55.000;3.521;10.979;63.018;0.024;0.995
11.000;3.521;10.979;80.990;0.005;1.000
Nilai fitness terbaik = 76.99997
Total fitness =  2261.003

Generasi 13
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
22.000;3.521;10.979;88.909;0.011;0.011
22.000;7.738;10.979;88.909;0.011;0.021
11.000;3.521;10.979;30.967;0.005;0.026
24.800;3.521;10.979;63.018;0.012;0.038
24.800;3.521;24.763;80.990;0.012;0.050
55.000;4.340;10.979;88.909;0.026;0.077
22.000;3.521;10.979;88.909;0.011;0.087
44.000;4.340;10.979;88.909;0.021;0.108
33.000;3.521;10.979;88.909;0.016;0.124
33.000;3.521;10.979;51.530;0.016;0.140
22.000;3.521;10.979;93.266;0.011;0.151
44.000;3.521;10.979;38.019;0.021;0.172
66.000;3.521;10.979;38.019;0.032;0.203
42.000;3.521;11.489;88.909;0.020;0.223
49.600;4.340;24.763;63.018;0.024;0.247
22.000;4.340;10.979;88.909;0.011;0.258
11.600;7.738;11.489;88.909;0.006;0.263
24.800;3.521;24.763;80.990;0.012;0.275
58.000;3.521;11.489;55.778;0.028;0.303
22.000;3.521;10.979;70.351;0.011;0.314
22.000;3.521;10.979;88.909;0.011;0.324
22.000;4.340;10.979;70.351;0.011;0.335
16.200;59.294;10.979;88.909;0.008;0.343
17.600;3.521;17.516;64.455;0.008;0.351
22.000;6.975;10.979;88.909;0.011;0.362
11.000;3.521;10.979;70.351;0.005;0.367
11.000;3.521;10.979;70.351;0.005;0.372
33.000;3.521;10.979;88.909;0.016;0.388
58.000;3.521;11.489;88.909;0.028;0.416
13.200;3.521;2.051;88.909;0.006;0.422
22.000;2.525;10.979;88.909;0.011;0.433
11.000;4.340;10.979;70.351;0.005;0.438
34.800;3.521;11.489;70.351;0.017;0.455
11.000;3.521;10.979;51.530;0.005;0.460
11.000;3.521;10.979;63.018;0.005;0.465
22.000;6.975;10.979;88.909;0.011;0.476
44.000;3.521;10.979;51.530;0.021;0.497
15.800;3.521;10.979;70.351;0.008;0.505
22.000;3.521;10.979;88.909;0.011;0.515
11.600;3.521;11.489;88.909;0.006;0.521
22.000;3.521;10.979;88.909;0.011;0.531
33.000;3.521;10.979;88.909;0.016;0.547
11.000;1.531;10.979;61.085;0.005;0.552
11.000;3.521;10.979;70.351;0.005;0.558
22.000;3.521;10.979;88.909;0.011;0.568
11.600;3.521;11.489;70.351;0.006;0.574
33.000;4.696;10.979;88.909;0.016;0.590
44.000;4.340;10.979;88.909;0.021;0.611
34.800;3.521;11.489;55.778;0.017;0.627
48.600;3.521;10.979;63.018;0.023;0.651
44.000;3.521;10.979;76.132;0.021;0.672
44.000;3.521;10.979;70.351;0.021;0.693
33.000;3.521;10.979;70.351;0.016;0.709
58.000;3.521;11.489;88.909;0.028;0.737
33.000;3.521;10.979;70.351;0.016;0.752
11.000;3.521;10.979;88.909;0.005;0.758
22.000;4.340;10.979;88.909;0.011;0.768
37.400;3.521;10.979;88.909;0.018;0.786
16.800;3.521;5.498;70.351;0.008;0.794
55.000;3.521;10.979;88.909;0.026;0.821
33.000;6.975;32.944;88.909;0.016;0.837
22.000;4.340;10.979;88.909;0.011;0.847
46.400;4.340;11.489;88.909;0.022;0.869
11.600;3.521;11.489;88.909;0.006;0.875
44.000;3.521;10.979;70.351;0.021;0.896
22.000;4.340;10.979;88.909;0.011;0.907
44.000;4.340;10.979;88.909;0.021;0.928
11.000;1.531;10.979;40.947;0.005;0.933
11.000;3.521;10.979;88.909;0.005;0.938
46.400;4.340;11.489;88.909;0.022;0.961
59.600;3.521;17.516;88.909;0.029;0.989
11.600;3.521;11.489;55.778;0.006;0.995
11.000;2.525;10.979;55.778;0.005;1.000
Nilai fitness terbaik = 66.00014
Total fitness =  2083.603

Generasi 14
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
24.800;3.521;24.763;88.909;0.011;0.011
33.000;6.975;10.979;88.909;0.015;0.026
35.200;2.525;17.516;80.990;0.016;0.041
55.000;4.340;10.979;88.909;0.024;0.066
44.000;3.521;10.979;88.909;0.020;0.085
33.000;3.521;10.979;55.778;0.015;0.100
22.000;3.521;10.979;88.909;0.010;0.109
17.200;4.340;11.489;88.909;0.008;0.117
22.000;3.521;10.979;88.909;0.010;0.127
33.000;3.521;10.979;88.909;0.015;0.141
11.000;3.521;10.979;70.351;0.005;0.146
11.000;3.521;10.979;93.266;0.005;0.151
64.800;3.521;64.712;88.909;0.029;0.180
69.600;3.521;10.979;88.909;0.031;0.211
23.200;3.521;11.489;88.909;0.010;0.221
33.000;3.521;10.979;88.909;0.015;0.236
34.800;6.975;11.489;70.351;0.015;0.251
33.000;3.521;32.944;88.909;0.015;0.266
44.000;3.521;10.979;88.909;0.020;0.285
11.000;3.521;10.979;88.909;0.005;0.290
44.000;4.340;10.979;88.909;0.020;0.310
11.600;3.521;11.489;88.909;0.005;0.315
33.000;3.521;10.979;88.909;0.015;0.329
47.000;3.521;11.489;88.909;0.021;0.350
22.000;3.521;10.979;88.909;0.010;0.360
11.000;4.340;10.979;88.909;0.005;0.365
53.000;3.521;10.979;88.909;0.023;0.388
22.000;3.521;10.979;88.909;0.010;0.398
7.600;3.521;10.979;70.351;0.003;0.402
55.000;4.340;10.979;70.351;0.024;0.426
46.400;3.521;11.489;88.909;0.021;0.446
11.600;3.521;11.489;63.018;0.005;0.452
34.800;4.340;11.489;70.351;0.015;0.467
33.000;4.340;10.979;88.909;0.015;0.482
26.400;4.340;10.979;70.351;0.012;0.493
11.000;3.521;10.979;88.909;0.005;0.498
11.000;3.521;10.979;88.909;0.005;0.503
44.000;3.521;10.979;55.778;0.020;0.523
11.000;3.521;10.979;55.778;0.005;0.527
55.000;4.340;10.979;70.351;0.024;0.552
33.000;3.521;10.979;88.909;0.015;0.566
11.000;2.525;10.979;88.909;0.005;0.571
11.000;7.738;10.979;88.909;0.005;0.576
11.000;4.340;10.979;70.351;0.005;0.581
46.400;4.340;11.489;88.909;0.021;0.602
11.000;3.521;10.979;55.778;0.005;0.607
23.200;3.521;11.489;88.909;0.010;0.617
22.000;2.525;10.979;88.909;0.010;0.627
11.600;29.478;11.489;63.018;0.005;0.632
55.000;3.521;10.979;93.266;0.024;0.656
23.200;4.340;11.489;88.909;0.010;0.666
46.400;4.340;11.489;88.909;0.021;0.687
11.600;3.521;11.489;63.018;0.005;0.692
22.000;3.521;10.979;70.351;0.010;0.702
44.000;3.521;10.979;38.019;0.020;0.721
22.000;3.521;10.979;55.778;0.010;0.731
24.800;3.521;24.763;88.909;0.011;0.742
46.400;4.340;11.489;63.018;0.021;0.763
23.200;4.340;11.489;63.018;0.010;0.773
33.000;4.340;10.979;38.247;0.015;0.788
23.200;3.521;11.489;88.909;0.010;0.798
23.200;3.521;11.489;88.909;0.010;0.808
8.000;3.521;7.887;88.909;0.004;0.812
55.000;3.521;10.979;76.132;0.024;0.836
66.000;4.340;10.979;70.351;0.029;0.865
22.000;4.340;10.979;63.018;0.010;0.875
11.000;3.521;10.979;70.351;0.005;0.880
33.000;4.340;10.979;49.463;0.015;0.895
11.000;4.340;10.979;70.351;0.005;0.899
66.000;3.521;10.979;88.909;0.029;0.929
22.000;3.521;10.979;88.909;0.010;0.938
49.600;3.521;24.763;88.909;0.022;0.960
22.000;4.340;10.979;88.909;0.010;0.970
11.000;7.738;10.979;88.909;0.005;0.975
33.000;3.521;10.979;88.909;0.015;0.990
23.200;3.521;11.489;88.909;0.010;1.000
Nilai fitness terbaik = 69.60008
Total fitness =  2256.003

Generasi 15
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
33.000;3.521;10.979;88.909;0.016;0.016
11.000;3.521;10.979;88.909;0.005;0.022
22.000;3.521;10.979;88.909;0.011;0.033
14.400;3.521;14.383;38.247;0.007;0.040
22.000;3.521;10.979;88.909;0.011;0.051
11.000;3.521;10.979;88.909;0.005;0.057
11.600;3.521;11.489;55.778;0.006;0.062
58.000;4.340;11.489;93.266;0.029;0.091
22.000;3.521;10.979;88.909;0.011;0.102
11.000;3.521;10.979;88.909;0.005;0.108
33.000;3.521;10.979;88.909;0.016;0.124
22.000;4.340;10.979;84.011;0.011;0.135
33.000;3.521;10.979;88.909;0.016;0.152
11.000;3.521;10.979;88.909;0.005;0.157
44.000;4.340;10.979;63.018;0.022;0.179
11.000;3.521;10.979;88.909;0.005;0.185
44.000;4.340;10.979;88.909;0.022;0.207
34.800;4.340;11.489;79.559;0.017;0.224
22.000;4.340;10.979;86.964;0.011;0.235
11.000;3.521;10.979;88.909;0.005;0.241
58.000;4.340;11.489;70.351;0.029;0.270
11.000;3.521;10.979;55.778;0.005;0.275
24.800;3.521;24.763;63.018;0.012;0.288
11.000;6.975;10.979;55.778;0.005;0.293
11.600;4.340;11.489;70.351;0.006;0.299
33.000;3.521;10.979;88.909;0.016;0.315
22.000;3.521;10.979;93.266;0.011;0.326
22.000;7.738;10.979;88.909;0.011;0.337
11.000;3.521;10.979;59.773;0.005;0.343
11.000;4.340;10.979;88.909;0.005;0.348
44.000;3.521;10.979;93.266;0.022;0.370
23.200;3.521;11.489;70.351;0.012;0.382
55.000;3.521;10.979;88.909;0.027;0.409
22.000;3.521;10.979;91.067;0.011;0.420
49.600;3.521;24.763;88.909;0.025;0.445
66.000;4.340;10.979;76.132;0.033;0.478
11.000;4.340;10.979;76.132;0.005;0.484
55.000;3.521;10.979;63.018;0.027;0.511
22.000;3.521;10.979;88.909;0.011;0.522
11.600;3.521;11.489;81.410;0.006;0.528
23.200;3.521;11.489;22.358;0.012;0.540
11.000;2.525;10.979;88.909;0.005;0.545
22.000;3.521;10.979;88.909;0.011;0.556
55.000;3.521;10.979;88.909;0.027;0.584
24.800;1.269;24.763;63.018;0.012;0.596
11.600;3.521;11.489;88.909;0.006;0.602
11.600;2.525;11.489;88.909;0.006;0.608
11.000;3.521;10.979;55.778;0.005;0.613
33.000;4.340;10.979;76.132;0.016;0.630
11.000;7.738;10.979;88.909;0.005;0.635
12.000;7.738;10.979;70.351;0.006;0.641
55.000;3.521;10.979;70.351;0.027;0.668
22.000;4.340;10.979;63.018;0.011;0.679
11.000;3.521;10.979;88.909;0.005;0.685
44.000;4.340;10.979;52.058;0.022;0.707
11.000;3.521;10.979;38.019;0.005;0.712
11.600;3.521;11.489;48.890;0.006;0.718
22.000;4.340;10.979;88.909;0.011;0.729
23.200;3.521;11.489;88.909;0.012;0.741
77.000;3.521;10.979;73.912;0.038;0.779
33.000;3.521;10.979;88.909;0.016;0.796
11.000;55.528;10.979;88.909;0.005;0.801
33.000;3.521;10.979;88.909;0.016;0.818
11.600;2.525;11.489;88.909;0.006;0.824
17.600;4.340;17.516;80.990;0.009;0.832
11.600;2.525;11.489;88.909;0.006;0.838
55.000;4.340;10.979;63.018;0.027;0.866
52.600;4.340;11.489;88.909;0.026;0.892
23.200;3.521;11.489;55.778;0.012;0.904
22.000;3.521;10.979;88.909;0.011;0.915
11.000;3.521;10.979;88.909;0.005;0.920
58.000;4.340;11.489;88.909;0.029;0.949
22.000;2.525;10.979;88.909;0.011;0.960
46.400;4.340;11.489;88.909;0.023;0.983
11.600;4.340;11.489;93.266;0.006;0.989
11.000;2.525;10.979;88.909;0.005;0.995
11.000;2.525;10.979;88.909;0.005;1.000
Nilai fitness terbaik = 76.99997
Total fitness =  2001.202

Generasi 16
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
13.000;3.521;12.835;84.011;0.005;0.005
11.000;3.521;10.979;88.909;0.005;0.010
66.000;3.521;10.979;88.909;0.028;0.038
22.000;4.340;10.979;88.909;0.009;0.047
33.000;4.340;10.979;88.909;0.014;0.061
33.000;3.521;10.979;88.909;0.014;0.075
11.000;3.521;10.979;88.909;0.005;0.080
33.000;3.521;10.979;88.909;0.014;0.094
35.200;3.521;17.516;88.909;0.015;0.108
33.000;4.340;10.979;88.909;0.014;0.122
22.000;3.521;10.979;88.909;0.009;0.132
46.400;4.340;11.489;93.266;0.020;0.151
11.000;3.521;10.979;76.132;0.005;0.156
55.000;4.340;10.979;88.909;0.023;0.179
77.000;4.340;10.979;63.018;0.032;0.211
11.000;3.521;10.979;88.909;0.005;0.216
22.000;3.521;10.979;88.909;0.009;0.225
11.600;2.525;11.489;88.909;0.005;0.230
55.000;4.340;10.979;88.909;0.023;0.253
22.000;2.525;10.979;88.909;0.009;0.263
11.600;4.340;11.489;85.181;0.005;0.267
33.000;3.521;10.979;97.235;0.014;0.281
11.000;2.525;10.979;88.909;0.005;0.286
23.200;3.521;11.489;63.018;0.010;0.296
44.000;3.521;10.979;88.909;0.019;0.314
33.000;4.340;10.979;63.018;0.014;0.328
12.400;3.521;11.489;93.266;0.005;0.333
33.000;4.340;10.979;88.909;0.014;0.347
11.600;4.340;11.489;93.266;0.005;0.352
44.000;3.521;10.979;88.909;0.019;0.371
49.600;4.340;24.763;63.018;0.021;0.392
33.000;2.525;10.979;88.909;0.014;0.406
11.000;13.924;10.979;70.351;0.005;0.410
23.200;3.521;11.489;55.778;0.010;0.420
52.000;4.340;10.334;88.909;0.022;0.442
44.000;7.738;10.979;55.778;0.019;0.460
22.000;3.521;10.979;88.909;0.009;0.470
22.000;2.525;10.979;88.909;0.009;0.479
11.000;4.340;10.979;80.990;0.005;0.484
11.000;3.521;10.979;88.909;0.005;0.488
11.000;3.521;10.979;88.909;0.005;0.493
11.000;2.525;10.979;88.909;0.005;0.497
69.600;3.521;11.489;76.132;0.029;0.527
11.000;3.521;10.979;88.909;0.005;0.531
44.000;4.340;10.979;88.909;0.019;0.550
11.600;1.269;11.489;79.559;0.005;0.555
44.000;3.521;10.979;63.018;0.019;0.573
11.000;3.521;10.979;88.909;0.005;0.578
33.000;3.521;10.979;88.909;0.014;0.592
11.000;3.521;10.979;88.909;0.005;0.597
11.000;3.521;10.979;70.351;0.005;0.601
11.600;3.521;11.489;16.320;0.005;0.606
88.000;3.521;10.979;76.132;0.037;0.643
11.600;3.521;11.489;88.909;0.005;0.648
34.800;4.340;11.489;93.266;0.015;0.663
44.000;4.340;10.979;70.351;0.019;0.681
23.200;3.521;11.489;88.909;0.010;0.691
44.000;4.340;10.979;70.351;0.019;0.709
11.000;3.521;10.979;88.909;0.005;0.714
11.000;4.340;10.979;88.909;0.005;0.719
33.000;3.521;10.979;88.909;0.014;0.733
23.200;3.521;11.489;55.778;0.010;0.742
11.000;3.521;10.979;88.909;0.005;0.747
22.000;7.738;10.979;86.964;0.009;0.756
4.600;7.738;10.979;30.061;0.002;0.758
11.600;3.521;11.489;73.912;0.005;0.763
58.000;3.521;11.489;88.909;0.024;0.788
33.000;4.340;10.979;63.018;0.014;0.801
33.000;4.340;10.979;88.909;0.014;0.815
66.000;3.521;10.979;93.266;0.028;0.843
44.000;4.340;10.979;88.909;0.019;0.862
22.000;3.521;10.979;88.909;0.009;0.871
11.000;91.835;10.979;88.909;0.005;0.876
34.800;3.521;11.489;76.132;0.015;0.890
11.600;3.521;11.489;76.132;0.005;0.895
52.600;4.340;52.554;88.909;0.022;0.917
44.000;4.340;10.979;63.555;0.019;0.936
66.000;4.340;10.979;88.909;0.028;0.964
11.600;3.521;11.489;55.778;0.005;0.969
28.800;4.340;14.383;88.909;0.012;0.981
11.000;4.340;10.979;38.247;0.005;0.985
34.800;2.525;11.489;88.909;0.015;1.000
Nilai fitness terbaik = 87.9998
Total fitness =  2373.803

Generasi 17
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
11.000;4.340;10.979;55.778;0.004;0.004
11.000;13.924;10.979;86.964;0.004;0.009
44.000;4.340;10.979;63.018;0.018;0.026
33.000;4.340;10.979;88.909;0.013;0.039
33.000;3.521;10.979;88.909;0.013;0.053
13.000;3.521;12.835;88.909;0.005;0.058
5.800;3.521;41.773;88.909;0.002;0.060
23.200;4.340;11.489;88.909;0.009;0.069
33.000;4.340;10.979;55.778;0.013;0.082
11.600;3.521;11.489;88.909;0.005;0.087
58.000;3.521;11.489;88.909;0.023;0.110
66.000;3.521;10.979;88.909;0.026;0.136
11.000;2.525;10.979;88.909;0.004;0.141
39.000;3.521;12.835;88.909;0.016;0.156
22.000;4.340;10.979;55.778;0.009;0.165
22.000;3.521;10.979;93.151;0.009;0.174
11.000;3.521;10.979;88.909;0.004;0.178
23.200;4.340;11.489;88.909;0.009;0.187
46.400;4.340;11.489;76.132;0.018;0.206
74.400;3.521;24.763;88.909;0.030;0.235
22.000;3.521;10.979;88.909;0.009;0.244
40.800;4.340;13.493;63.018;0.016;0.260
22.000;3.521;10.979;88.909;0.009;0.269
11.000;3.521;10.979;93.266;0.004;0.274
44.000;3.521;10.979;88.909;0.018;0.291
22.000;3.521;10.979;88.909;0.009;0.300
33.000;3.521;10.979;93.266;0.013;0.313
44.000;4.340;10.979;63.018;0.018;0.330
44.000;3.521;10.979;88.909;0.018;0.348
22.000;3.521;10.979;93.266;0.009;0.357
22.000;3.521;10.979;88.909;0.009;0.365
33.000;4.340;10.979;88.909;0.013;0.379
33.000;4.340;10.979;88.909;0.013;0.392
33.000;4.340;10.979;93.266;0.013;0.405
55.000;4.340;10.979;55.778;0.022;0.427
44.000;3.521;10.979;70.351;0.018;0.444
44.000;3.521;10.979;93.266;0.018;0.462
58.000;3.521;11.489;88.909;0.023;0.485
48.800;4.340;11.489;88.909;0.019;0.504
55.000;3.521;10.979;84.011;0.022;0.526
34.800;4.340;11.489;27.959;0.014;0.540
11.000;3.521;10.979;88.909;0.004;0.544
24.800;3.521;24.763;88.909;0.010;0.554
22.000;3.521;10.979;93.266;0.009;0.563
22.000;4.340;10.979;63.555;0.009;0.572
10.400;71.575;10.334;88.909;0.004;0.576
44.000;3.521;10.979;88.909;0.018;0.593
23.200;4.340;11.489;36.278;0.009;0.603
55.000;4.340;10.979;88.909;0.022;0.625
33.000;3.521;10.979;74.688;0.013;0.638
23.200;3.521;11.489;55.778;0.009;0.647
33.000;3.521;10.979;45.349;0.013;0.660
11.000;3.521;10.979;88.909;0.004;0.664
22.000;4.340;10.979;97.235;0.009;0.673
22.000;3.521;10.979;88.909;0.009;0.682
55.000;3.521;10.979;70.351;0.022;0.704
11.000;46.900;10.979;63.555;0.004;0.708
22.000;3.521;10.979;84.011;0.009;0.717
11.000;3.521;10.979;70.351;0.004;0.721
11.000;7.738;10.979;63.018;0.004;0.726
33.000;4.340;10.979;93.266;0.013;0.739
44.000;4.340;10.979;55.778;0.018;0.756
33.000;4.340;10.979;55.778;0.013;0.769
19.200;3.521;9.592;88.909;0.008;0.777
11.000;13.924;10.979;86.964;0.004;0.781
33.000;4.340;10.979;93.266;0.013;0.795
54.400;4.340;54.272;88.909;0.022;0.816
58.000;3.521;11.489;88.909;0.023;0.839
23.200;3.521;11.489;55.778;0.009;0.849
23.200;3.521;11.489;63.018;0.009;0.858
22.000;4.340;10.979;76.132;0.009;0.867
55.000;4.340;10.979;88.909;0.022;0.888
33.000;4.340;10.979;63.555;0.013;0.902
54.400;3.521;10.979;88.909;0.022;0.923
33.000;4.340;10.979;97.235;0.013;0.936
52.600;2.525;52.554;88.909;0.021;0.957
33.000;3.521;10.979;88.909;0.013;0.970
34.800;4.340;11.489;76.132;0.014;0.984
17.600;2.525;17.516;38.247;0.007;0.991
22.000;3.521;10.979;88.909;0.009;1.000
Nilai fitness terbaik = 74.40001
Total fitness =  2513.004

Generasi 18
Fitness;Ukuran ban;Kapasitas kargo;Kapasitas bensin;Probabilitas;Probabilitas Kumulatif
22.000;3.521;10.979;62.487;0.009;0.009
11.000;3.521;10.979;88.909;0.004;0.013
33.000;3.521;10.979;84.011;0.013;0.027
17.400;4.340;17.204;97.235;0.007;0.034
22.000;4.340;10.979;93.266;0.009;0.043
38.400;3.521;9.541;55.778;0.016;0.058
11.000;4.340;10.979;97.235;0.004;0.063
44.000;4.340;10.979;88.909;0.018;0.080
22.000;4.340;10.979;97.235;0.009;0.089
11.000;3.521;10.979;55.778;0.004;0.094
11.000;14.938;10.979;76.132;0.004;0.098
33.000;3.521;10.979;84.011;0.013;0.111
58.600;4.340;58.493;93.266;0.024;0.135
22.000;3.521;10.979;55.778;0.009;0.144
33.000;3.521;10.979;66.816;0.013;0.157
33.000;3.521;10.979;88.909;0.013;0.171
63.000;4.340;15.363;88.909;0.025;0.196
43.800;3.521;10.979;55.778;0.018;0.214
33.000;4.340;10.979;93.266;0.013;0.227
23.200;4.340;11.489;93.266;0.009;0.236
22.000;4.340;10.979;86.964;0.009;0.245
11.600;3.521;11.489;36.278;0.005;0.250
22.000;3.521;10.979;88.909;0.009;0.259
58.000;3.521;11.489;88.909;0.023;0.282
28.400;4.340;17.516;41.408;0.011;0.294
22.000;3.521;10.979;55.778;0.009;0.303
55.000;3.521;10.979;93.266;0.022;0.325
55.000;4.340;10.979;93.266;0.022;0.347
23.200;3.521;11.489;88.909;0.009;0.356
55.000;3.521;10.979;63.018;0.022;0.379
58.000;3.521;11.489;88.909;0.023;0.402
67.200;4.340;67.095;97.235;0.027;0.429
11.000;4.340;10.979;88.909;0.004;0.434
29.200;4.340;10.979;86.964;0.012;0.445
61.000;4.340;12.151;88.909;0.025;0.470
4.800;13.924;10.979;88.909;0.002;0.472
34.800;4.340;11.489;93.266;0.014;0.486
11.600;40.352;11.489;76.132;0.005;0.491
10.000;4.340;9.914;63.555;0.004;0.495
32.400;4.340;10.979;88.909;0.013;0.508
33.000;4.340;10.979;88.909;0.013;0.521
55.000;3.521;10.979;88.909;0.022;0.543
11.600;3.521;11.489;88.909;0.005;0.548
34.800;4.340;11.489;63.018;0.014;0.562
23.200;3.521;11.489;88.909;0.009;0.572
58.000;4.340;11.489;76.132;0.023;0.595
44.000;3.521;10.979;88.909;0.018;0.613
33.000;4.340;10.979;88.909;0.013;0.626
44.000;4.340;10.979;88.909;0.018;0.644
22.000;3.521;10.979;88.909;0.009;0.653
34.800;3.521;11.489;55.778;0.014;0.667
46.400;4.340;11.489;76.132;0.019;0.685
22.000;3.521;10.979;88.909;0.009;0.694
11.000;75.329;10.979;97.235;0.004;0.699
11.600;3.521;11.489;88.909;0.005;0.703
22.000;3.521;10.979;55.778;0.009;0.712
44.000;4.340;10.979;88.909;0.018;0.730
17.600;4.340;17.516;70.351;0.007;0.737
22.000;3.521;10.979;88.909;0.009;0.746
11.000;3.521;10.979;76.132;0.004;0.751
52.800;4.340;17.516;70.351;0.021;0.772
11.000;2.525;10.979;38.247;0.004;0.776
38.800;3.521;10.979;63.018;0.016;0.792
33.000;3.521;10.979;88.909;0.013;0.805
11.000;4.340;10.979;88.909;0.004;0.810
66.000;4.340;10.979;88.909;0.027;0.836
22.000;4.340;10.979;44.116;0.009;0.845
33.000;4.340;10.979;93.266;0.013;0.859
51.000;4.340;10.979;88.909;0.021;0.879
22.000;7.738;10.979;74.688;0.009;0.888
22.000;2.525;10.979;88.909;0.009;0.897
34.800;4.340;11.489;76.132;0.014;0.911
3.200;41.153;10.979;55.778;0.001;0.912
16.600;15.116;10.979;88.909;0.007;0.919
13.000;4.340;12.835;88.909;0.005;0.924
